Số đương lượng,"Nhà tắm công cộng, nhà trẻ",Phòng khám đa khoa và ngoại trú,Nhà hành chính và cửa hàng,Trường học trường phổ thông,"Bệnh viện kiêm nhà điều dưỡng, nhà nghỉ, trại thiếu nhi","Khách sạn, kí túc xá, trường nội trú, nhà trọ"
1,2,3,4,5,6,7
1<br>2<br>3<br>4<br>5<br>6<br>7<br>8<br>9<br>10<br>12,"0,2<br>0,35<br>0,42<br>0,48<br>0,54<br>0,59<br>0,64<br>0,67<br>0,72<br>0,76<br>0,83","0,2<br>0,39<br>0,48<br>0,56<br>0,63<br>0,69<br>0,74<br>0,79<br>0,84<br>0,88<br>0,97","0,2<br>0,4<br>0,52<br>0,6<br>0,67<br>0,74<br>0,80<br>0,85<br>0,9<br>0,95<br>1,04","0,2<br>0,4<br>0,6<br>0,72<br>0,81<br>0,88<br>0,96<br>1,02<br>1,08<br>1,13<br>1,24","0,2<br>0,4<br>0,6<br>0,8<br>0,9<br>0,98<br>1,06<br>1,13<br>1,20<br>1,26<br>1,38","0,2<br>0,4<br>0,6<br>0,8<br>1,0<br>1,22<br>1,32<br>1,41<br>1,50<br>1,58<br>1,73"
14<br>16<br>18<br>20<br>25<br>30<br>35<br>40<br>45<br>50<br>55<br>60<br>65<br>70<br>75<br>80<br>85<br>90<br>95,"0,9<br>0,96<br>1,02<br>1,07<br>1,2<br>1,31<br>1,42<br>1,52<br>1,61<br>1,70<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-","1,05<br>1,02<br>1,19<br>1,35<br>1,4<br>1,53<br>1,66<br>1,77<br>1,88<br>1,98<br>2,08<br>2,17<br>2,26<br>2,34<br>2,42<br>2,5<br>2,58<br>2,66<br>2,73","1,12<br>1,2<br>1,27<br>1,34<br>1,5<br>1,64<br>1,78<br>1,90<br>2,01<br>2,12<br>2,22<br>2,32<br>2,42<br>2,51<br>2,60<br>2,68<br>2,77<br>2,84<br>2,93","1,34<br>1,44<br>1,52<br>1,61<br>1,8<br>1,97<br>2,14<br>2,28<br>2,42<br>2,54<br>2,67<br>2,79<br>2,90<br>3,02<br>3,12<br>3,22<br>3,32<br>3,42<br>3,51","1,50<br>1,60<br>1,69<br>1,79<br>2,0<br>2,2<br>2,37<br>2,53<br>2,68<br>2,83<br>2,97<br>3,1<br>3,22<br>3,3<br>3,46<br>3,58<br>3,69<br>3,80<br>3,9","1,87<br>2,0<br>2,12<br>2,23<br>2,50<br>2,74<br>2,96<br>3,16<br>3,35<br>3,54<br>3,71<br>3,38<br>4,03<br>4,18<br>4,33<br>4,47<br>4,61<br>4,75<br>4,88"
