Số đương lượng,"Lưu lượng nước 1/s khi tiêu chuẩn dùng nước 1/ng.ng.đ — 100 — Khi hệ số dùng nước không đều (m) — 2,2","Lưu lượng nước 1/s khi tiêu chuẩn dùng nước 1/ng.ng.đ — 125 — Khi hệ số dùng nước không đều (m) — 2,16","Lưu lượng nước 1/s khi tiêu chuẩn dùng nước 1/ng.ng.đ — 150 — Khi hệ số dùng nước không đều (m) — 2,15","Lưu lượng nước 1/s khi tiêu chuẩn dùng nước 1/ng.ng.đ — 200 — Khi hệ số dùng nước không đều (m) — 2,14","Lưu lượng nước 1/s khi tiêu chuẩn dùng nước 1/ng.ng.đ — 250 — Khi hệ số dùng nước không đều (m) — 2,05",Lưu lượng nước 1/s khi tiêu chuẩn dùng nước 1/ng.ng.đ — 300 — Khi hệ số dùng nước không đều (m) — 2,"Lưu lượng nước 1/s khi tiêu chuẩn dùng nước 1/ng.ng.đ — 400 — Khi hệ số dùng nước không đều (m) — 1,85"
1,2,3,4,5,6,7,8
2<br>3<br>4<br>5<br>6<br>7<br>8<br>9<br>10<br>12<br>14<br>16<br>18<br>20<br>25<br>30<br>35<br>40<br>45,"0,28<br>0,34<br>0,37<br>0,41<br>0,46<br>0,50<br>0,53<br>0,56<br>0,57<br>0,64<br>0,70<br>0,74<br>0,78<br>0,82<br>0,91<br>1,00<br>1,06<br>1,15<br>1,22","0,28<br>0,34<br>0,39<br>0,43<br>0,47<br>0,50<br>0,54<br>0,57<br>0,60<br>0,66<br>0,72<br>0,75<br>0,80<br>0,84<br>0,93<br>1,02<br>1,11<br>1,19<br>1,25","0,28<br>0,34<br>0,39<br>0,43<br>0,48<br>0,50<br>0,55<br>0,58<br>0,61<br>0,66<br>0,73<br>0,76<br>0,81<br>0,85<br>0,94<br>1,02<br>1,12<br>1,19<br>1,27","0,28<br>0,34<br>0,39<br>0,43<br>0,48<br>0,50<br>0,55<br>0,58<br>0,63<br>0,66<br>0,74<br>0,76<br>0,81<br>0,85<br>0,95<br>1,04<br>1,12<br>1,20<br>1,28","0,28<br>0,34<br>0,40<br>0,43<br>0,49<br>0,53<br>0,57<br>0,60<br>0,64<br>0,70<br>0,77<br>0,81<br>0,86<br>0,90<br>1,01<br>1,11<br>1,12<br>1,19<br>1,37","0,28<br>0,35<br>0,41<br>0,46<br>0,50<br>0,54<br>0,59<br>0,62<br>0,65<br>0,71<br>0,78<br>0,83<br>0,89<br>0,93<br>1,05<br>1,15<br>1,25<br>1,43<br>1,43","0,29<br>0,37<br>0,44<br>0,49<br>0,54<br>0,59<br>0,63<br>0,67<br>0,71<br>0,78<br>0,86<br>0,92<br>0,99<br>1,04<br>1,18<br>1,32<br>1,36<br>1,38<br>1,64"
50<br>60<br>70<br>80<br>90<br>100<br>120<br>140<br>160<br>180<br>200<br>220<br>240,"1,28<br>1,50<br>1,50<br>1,61<br>1,70<br>1,82<br>2,0<br>2,21<br>2,33<br>2,47<br>2,63<br>2,77<br>2,91","1,32<br>1,46<br>1,57<br>1,68<br>1,79<br>1,88<br>2,06<br>2,29<br>2,43<br>2,56<br>2,74<br>2,86<br>3,02","1,33<br>1,46<br>1,58<br>1,70<br>1,79<br>1,91<br>2,09<br>2,30<br>2,44<br>2,58<br>2,76<br>2,90<br>3,06","1,34<br>1,47<br>1,60<br>1,71<br>1,81<br>1,92<br>2,12<br>2,32<br>2,48<br>2,62<br>2,78<br>2,94<br>3,06","1,44<br>1,58<br>1,73<br>1,86<br>1,98<br>2,10<br>2,30<br>2,51<br>2,70<br>2,84<br>3,04<br>3,22<br>3,38","1,52<br>1,67<br>1,81<br>1,95<br>2,07<br>2,20<br>2,43<br>2,65<br>2,85<br>3,00<br>3,23<br>3,41<br>3,58","1,75<br>1,96<br>2,12<br>2,24<br>2,43<br>2,62<br>2,88<br>3,17<br>3,42<br>3,64<br>3,89<br>4,08<br>4,34"
260<br>280<br>300<br>320<br>340<br>360<br>380<br>400<br>430<br>500<br>550<br>600<br>650<br>700<br>750<br>800<br>850<br>900<br>950<br>1000<br>1100<br>1200<br>1300<br>1400<br>1500<br>1600,"3,03<br>3,15<br>3,26<br>3,74<br>3,87<br>3,99<br>4,12<br>4,25<br>4,63<br>4,93<br>5,73<br>6,08<br>6,46<br>6,76<br>7,07<br>7,40<br>8,58<br>8,93<br>9,25<br>9,64<br>10,20<br>11,02<br>13,00<br>13,80<br>14,54<br>15,32","3,14<br>3,28<br>3,40<br>3,87<br>3,99<br>4,12<br>4,28<br>4,42<br>4,77<br>5,06<br>5,92<br>6,26<br>6,60<br>7,00<br>7,33<br>7,63<br>8,81<br>9,19<br>9,55<br>9,92<br>10,46<br>11,16<br>13,32<br>14,12<br>14,90<br>15,69","3,18<br>3,33<br>3,43<br>3,90<br>4,02<br>4,14<br>4,32<br>4,44<br>4,80<br>5,06<br>5,94<br>6,30<br>6,67<br>7,03<br>7,36<br>7,71<br>8,87<br>9,22<br>9,63<br>9,96<br>10,68<br>11,41<br>13,40<br>14,00<br>14,98<br>15,78","3,20<br>3,34<br>3,46<br>3,92<br>4,06<br>4,20<br>4,32<br>4,48<br>4,88<br>5,16<br>6,02<br>6,34<br>6,70<br>7,06<br>7,40<br>7,80<br>8,96<br>9,30<br>9,65<br>10,04<br>10,78<br>11,48<br>13,46<br>14,32<br>15,08<br>15,88","3,52<br>3,70<br>3,83<br>4,30<br>4,46<br>4,58<br>4,72<br>4,94<br>5,31<br>5,51<br>6,32<br>6,90<br>7,30<br>7,70<br>8,08<br>8,36<br>9,63<br>9,99<br>10,34<br>10,64<br>11,56<br>12,34<br>14,36<br>15,26<br>16,02<br>16,91","3,75<br>3,91<br>4,07<br>4,54<br>4,71<br>4,88<br>5,04<br>5,20<br>5,59<br>5,17<br>6,89<br>7,30<br>7,70<br>8,09<br>8,48<br>8,86<br>10,08<br>10,50<br>10,91<br>11,32<br>12,14<br>12,93<br>15,01<br>15,83<br>16,74<br>17,60","4,52<br>4,47<br>4,93<br>5,46<br>5,67<br>5,88<br>6,07<br>6,40<br>6,73<br>7,14<br>8,25<br>8,68<br>9,22<br>9,69<br>10,10<br>10,56<br>11,85<br>12,28<br>12,86<br>13,34<br>14,83<br>15,15<br>17,38<br>18,20<br>19,10<br>20,24"
1700<br>1800<br>1900<br>2000<br>2200<br>2400<br>2600<br>2800<br>3000<br>3200<br>3400<br>3600<br>3800<br>4000<br>4200<br>4400<br>4600<br>4800<br>5000,"16,08<br>16,84<br>17,58<br>18,33<br>19,81<br>21,28<br>22,73<br>24,18<br>25,61<br>27,04<br>28,46<br>29,87<br>31,28<br>32,68<br>34,07<br>35,46<br>36,83<br>38,22<br>39,60","16,46<br>17,23<br>18,00<br>18,75<br>20,21<br>21,74<br>23,22<br>24,69<br>26,14<br>27,39<br>29,03<br>30,46<br>31,86<br>33,30<br>34,72<br>36,12<br>37,53<br>38,82<br>40,32","16,57<br>17,34<br>18,10<br>18,86<br>20,37<br>21,87<br>23,35<br>24,82<br>26,28<br>27,89<br>29,18<br>30,62<br>32,05<br>33,47<br>34,09<br>36,30<br>37,71<br>39,11<br>40,51","16,66<br>17,44<br>18,21<br>18,97<br>20,49<br>22,00<br>23,48<br>24,96<br>26,43<br>29,00<br>29,34<br>30,78<br>32,22<br>33,65<br>35,06<br>36,48<br>37,89<br>39,30<br>40,70","17,73<br>18,54<br>19,35<br>20,15<br>21,74<br>23,31<br>24,86<br>26,41<br>27,94<br>29,46<br>30,96<br>32,46<br>33,95<br>35,43<br>36,90<br>38,38<br>39,84<br>41,30<br>42,75","18,45<br>19,29<br>20,12<br>20,94<br>22,58<br>24,20<br>25,80<br>27,38<br>28,95<br>30,51<br>32,06<br>33,60<br>35,13<br>36,65<br>38,16<br>39,67<br>41,16<br>42,66<br>44,14","21,34<br>22,30<br>23,24<br>24,17<br>26,01<br>27,83<br>29,62<br>31,40<br>33,15<br>34,89<br>36,62<br>38,32<br>40,02<br>41,71<br>43,38<br>45,04<br>47,70<br>48,34<br>49,97"
