Đường kính ống (mm),Khoảng cách nhỏ nhất giữa đường ống dẫn nước vào nhà (m) tới — Đường ống thoát nước,Khoảng cách nhỏ nhất giữa đường ống dẫn nước vào nhà (m) tới — Đường ống dẫn nhiệt,Khoảng cách nhỏ nhất giữa đường ống dẫn nước vào nhà (m) tới — Đường ống dẫn hơi áp lực trung bình
Nhỏ hơn 200<br>Lớn hơn 200,"1,5<br>3","1,5<br>1,5","1,5<br>1,5"
