Hình dáng của két nước áp lực,Khoảng cách giữa thành két và tường — Phía không có phao,Khoảng cách giữa thành két và tường — Phía có phao nối,khoảng cách giữa các két nước áp lực,Khoảng cách từ đỉnh két đến sàn gác phía trên
Hình tròn<br>Hình chữ nhật,"0,3<br>0,7","0,8<br>1,0","0,7<br>0,7","0,6<br>0,6"
