Dụng cụ vệ sinh,"Hệ số hoạt động đồng thời của các dụng cụ vệ sinh — Rạp chiếu bóng, hội trường, câu lạc bộ công trình thể thao","Hệ số hoạt động đồng thời của các dụng cụ vệ sinh — Nhà hát, rạp xiếc",Hệ số hoạt động đồng thời của các dụng cụ vệ sinh — Cửa hàng ăn uống công cộng
&nbsp;&nbsp;\- Chậu rửa mặt<br>&nbsp;&nbsp;\- Bình xả chậu xí<br>&nbsp;&nbsp;\- Chậu tiểu treo<br>&nbsp;&nbsp;\- Vòi tắm hương sen<br>&nbsp;&nbsp;\- Chậu rửa trong quầy căng tin<br>&nbsp;&nbsp;\- Máy rửa bát,"0,8<br>0,7<br>1,0<br>1,0<br>1,0<br>-","0,6<br>0,5<br>0,8<br>1,0<br>1,0<br>-","0,8<br>0,6<br>0,5<br>1,0<br>-"
