1,2,3,4,5,6,7
100<br>120<br>140<br>160<br>180<br>200<br>220<br>240<br>260<br>280<br>300,-<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-,"2,8<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-<br>-","3,00<br>3,00<br>3,56<br>3,8<br>4,03<br>4,24<br>4,45<br>4,61<br>4,84<br>5,02<br>5,20","3,60<br>3,94<br>4,26<br>4,55<br>4,82<br>5,08<br>5,34<br>5,57<br>5,81<br>6,02<br>6,24","4,00<br>4,38<br>4,73<br>5,06<br>5,36<br>5,65<br>5,93<br>6,20<br>6,45<br>6,69<br>6,93","5,00<br>5,48<br>5,91<br>6,33<br>6,71<br>7,07<br>7,42<br>7,74<br>8,06<br>8,36<br>8,66"
