Hệ số,"Loại nhà — Nhà tắm công cộng, nhà trẻ","Loại nhà — Bệnh viện, phòng khám đa khoa","Loại nhà — Trụ sở cơ quan hành chính, cửa hàng, viện thiết kế",Loại nhà — Trường học và cơ quan giáo dục,"Loại nhà — Bệnh viện, nhà điều dưỡng, nhà nghỉ, trại thiếu nhi","Loại nhà — Nhà ở tập thể, nhà trọ, khách sạn, kí túc xá"
α,"1,2","1,4","1,5","1,8","2,0","2,5"
