Kiểu đồng hồ đo nước,Cỡ đồng hồ,Lưu lượng danh nghĩa ($m^{3}$/ngày),Lưu lượng cho phép — Lưu lượng lớn nhất/ngày ($m^{3}$/ngày),Lưu lượng cho phép — Giới hạn dưới ($m^{3}$/h)
Cánh quạt,15<br>20<br>25<br>32<br>40<br>50,"1<br>1,6<br>2,5<br>4<br>6,3<br>10",6<br>10<br>14<br>20<br>40<br>60,"0,04<br>0,06<br>0,08<br>0,105<br>0,170<br>0,220"
Tuốc bin,50<br>80<br>100<br>150<br>200<br>250,15<br>45<br>75<br>160<br>165<br>410,140<br>500<br>880<br>2000<br>3400<br>5200,3<br>6<br>8<br>10<br>18<br>50
