$\bar{\lambda}_{\text{ef}}$,"Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 0,1","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 0,25","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 0,5","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 0,75","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 1,0","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 1,25","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 1,5","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 1,75","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 2,0"
"0,5<br>1,0<br>1,5<br>2,0<br>2,5<br>3,0<br>3,5<br>4,0<br>4,5<br>5,0<br>5,5<br>6,0<br>6,5<br>7,0<br>8,0","0,908<br>0,872<br>0,830<br>0,774<br>0,708<br>0,637<br>0,562<br>0,484<br>0,415<br>0,350<br>0,300<br>0,255<br>0,221<br>0,192<br>0,148","0,800<br>0,762<br>0,727<br>0,673<br>0,608<br>0,545<br>0,480<br>0,422<br>0,365<br>0,315<br>0,273<br>0,237<br>0,208<br>0,184<br>0,142","0,666<br>0,640<br>0,600<br>0,556<br>0,507<br>0,455<br>0,402<br>0,357<br>0,315<br>0,277<br>0,245<br>0,216<br>0,190<br>0,168<br>0,136","0,571<br>0,553<br>0,517<br>0,479<br>0,439<br>0,399<br>0,355<br>0,317<br>0,281<br>0,250<br>0,223<br>0,198<br>0,178<br>0,160<br>0,130","0,500<br>0,483<br>0,454<br>0,423<br>0,391<br>0,356<br>0,320<br>0,288<br>0,258<br>0,230<br>0,203<br>0,183<br>0,165<br>0,150<br>0,123","0,444<br>0,431<br>0,407<br>0,381<br>0,354<br>0,324<br>0,294<br>0,264<br>0,237<br>0,212<br>0,192<br>0,174<br>0,157<br>0,141<br>0,118","0,400<br>0,387<br>0,367<br>0,346<br>0,322<br>0,296<br>0,270<br>0,246<br>0,223<br>0,201<br>0,182<br>0,165<br>0,149<br>0,135<br>0,113","0,364<br>0,351<br>0,336<br>0,318<br>0,297<br>0,275<br>0,251<br>0,228<br>0,207<br>0,186<br>0,172<br>0,156<br>0,142<br>0,130<br>0,108","0,333<br>0,328<br>0,311<br>0,293<br>0,274<br>0,255<br>0,235<br>0,215<br>0,196<br>0,178<br>0,163<br>0,149<br>0,137<br>0,125<br>0,105"
