Sơ đồ tính,$\frac{l_2}{l_1}$,"Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,1","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,2","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,3","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,4","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,5","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,6","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,7","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,8","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 0,9","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 1,0","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 1,2","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 1,4","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 1,6","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 1,8","Các hệ số $\mu_{12}$ và $\mu_{11}$ khi L2/L1 bằng — 2,0"
$F_2$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$,Hệ số $\mu_{12}$
$F_2$,"0,04 0,06 0,08 0,10 0,20 0,30 0,40 0,50 1,00","1,02 0,91 0,86 0,83 0,79 0,78 0,78 0,78 0,78","1,84 1,47 1,31 1,21 0,98 0,90 0,88 0,86 0,85","2,25 1,93 1,73 1,57 1,23 1,09 1,02 0,99 0,92","2,59 2,26 2,05 1,95 1,46 1,27 1,17 1,10 0,99","2,85 2,57 2,31 2,14 1,67 1,44 1,32 1,22 1,06","3,08 2,74 2,49 2,33 1,85 1,60 1,45 1,35 1,13","3,24 2,90 2,68 2,46 2,02 1,74 1,58 1,47 1,20","3,42 3,05 2,85 2,60 2,15 1,86 1,69 1,57 1,27","3,70 3,24 3,00 2,76 2,28 1,98 1,81 1,67 1,34","4,00 3,45 3,14 2,91 2,40 2,11 1,92 1,76 1,41","4,55 3,88 3,53 3,28 2,67 2,35 2,14 1,96 1,54","5,25 4,43 3,93 3,61 2,88 2,51 2,31 2,15 1,68","5,80 4,90 4,37 4,03 3,11 2,76 2,51 2,34 1,82","6,55 5,43 4,85 4,43 3,42 2,99 2,68 2,50 1,97","7,20 5,94 5,28 4,85 3,71 3,25 2,88 2,76 2,10"
"$\begin{aligned}<br>L_1, &\quad l_1, \quad F_1 \\<br>L_2, &\quad l_2, \quad F_2<br>\end{aligned}$",Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$,Hệ số $\mu_{11}$
"$\begin{aligned}<br>L_1, &\quad l_1, \quad F_1 \\<br>L_2, &\quad l_2, \quad F_2<br>\end{aligned}$","0,04 0,06 0,08 0,10 0,20 0,30 0,40 0,50 1,00","0,67 0,67 0,67 0,67 0,67 0,67 0,67 0,67 0,67","0,67 0,67 0,67 0,67 0,67 0,67 0,67 0,67 0,67","0,83 0,81 0,75 0,73 0,69 0,67 0,67 0,67 0,67","1,25 1,07 0,98 0,93 0,75 0,71 0,69 0,69 0,68","1,43 1,27 1,19 1,11 0,89 0,80 0,75 0,73 0,71","1,55 1,41 1,32 1,25 1,02 0,90 0,84 0,81 0,74","1,65 1,51 1,43 1,36 1,12 0,99 0,92 0,87 0,78","1,70 1,60 1,51 1,45 1,21 1,08 1,00 0,94 0,82","1,75 1,64 1,58 1,52 1,29 1,15 1,07 1,01 0,87","1,78 1,70 1,63 1,57 1,36 1,22 1,13 1,07 0,91","1,84 1,78 1,72 1,66 1,46 1,33 1,24 1,17 0,99","1,87 1,82 1,77 1,72 1,54 1,41 1,33 1,26 1,07","1,88 1,84 1,81 1,77 1,60 1,48 1,40 1,33 1,13","1,90 1,87 1,82 1,80 1,65 1,54 1,47 1,39 1,19","1,92 1,88 1,84 1,82 1,69 1,59 1,51 1,44 1,24"
