$\bar{\lambda}_{\text{ef}}$,"Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 7,0","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 8,0","Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 9,0",Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 10,Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 12,Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 14,Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 17,Giá trị $\varphi_{e}$ khi độ lệch tâm tương đối m bằng — 20
"0,5<br>1,0<br>1,5<br>2,0<br>2,5<br>3,0<br>3,5<br>4,0<br>4,5","0,125<br>0,121<br>0,119<br>0,117<br>0,113<br>0,110<br>0,106<br>0,100<br>0,096","0,111<br>0,109<br>0,108<br>0,106<br>0,103<br>0,100<br>0,096<br>0,093<br>0,089","0,100<br>0,098<br>0,096<br>0,095<br>0,093<br>0,091<br>0,088<br>0,084<br>0,079","0,091<br>0,090<br>0,088<br>0,086<br>0,083<br>0,081<br>0,078<br>0,076<br>0,073","0,077<br>0,077<br>0,077<br>0,076<br>0,074<br>0,071<br>0,069<br>0,067<br>0,065","0,067<br>0,066<br>0,065<br>0,064<br>0,062<br>0,061<br>0,059<br>0,057<br>0,055","0,058<br>0,055<br>0,053<br>0,052<br>0,051<br>0,051<br>0,050<br>0,049<br>0,048","0,048<br>0,046<br>0,045<br>0,045<br>0,044<br>0,043<br>0,042<br>0,041<br>0,040"
