Loại tải trọng,Cánh được chất tải,Giá trị Ψ khi cánh chịu nén không được liên kết chặn chuyển vị ngang và với α — ≥ 4; ≤ 28,Giá trị Ψ khi cánh chịu nén không được liên kết chặn chuyển vị ngang và với α — > 28; ≤ 100
$P$,Chịu kéo,"1,0 + 0,16α","4,0 + 0, 05α"
$P$,Chịu nén,"6,2 + 0, 08α","7,0 + 0, 05α"
"$q$",Chịu kéo,"$1,42\sqrt{\alpha}$","$1,42\sqrt{\alpha}$"
