STTSTTSTT,Loại công trìnhLoại công trìnhLoại công trình,Tổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)Tổng chi phí thực hiện bảo dưỡng trước thuế của công trìnhTổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)(tỷ đồng) — ≤ 15≤ 15≤ 15,Tổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)Tổng chi phí thực hiện bảo dưỡng trước thuế của công trìnhTổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)(tỷ đồng) — ≤100≤100≤100,Tổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)Tổng chi phí thực hiện bảo dưỡng trước thuế của công trìnhTổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)(tỷ đồng) — ≤500≤500≤500,Tổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)Tổng chi phí thực hiện bảo dưỡng trước thuế của công trìnhTổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)(tỷ đồng) — ≤1000≤1000≤1000,Tổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)Tổng chi phí thực hiện bảo dưỡng trước thuế của công trìnhTổng chi phí thực hiện bảo dưỡng trước thuế của công trình (tỷ đồng)(tỷ đồng) — >1000>1000>1000
[1][1][1],[2][2][2],[3][3][3],[4][4][4],[5][5][5],[6][6][6],[7][7][7]
111,Công trình xây dựng theo tuyếnCông trình xây dựng theo tuyếnCông trình xây dựng theo tuyến,"2,22,22,2","2,02,02,0","1,91,91,9","1,81,81,8","1,71,71,7"
222,Công trình xây dựng còn lạiCông trình xây dựng còn lạiCông trình xây dựng còn lại,"1,11,11,1","1,01,01,0","0,950,950,95","0,90,90,9","0,850,850,85"
