STTSTTSTT,Nội dungNội dungNội dung,Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng) — ≤15≤15≤15,Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng) — ≤50≤50≤50,Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng) — ≤100≤100≤100,Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp của dự toán thực hiện bảo dưỡng của công trình (tỷ đồng) — >100>100>100
111,Định mức tỷ lệ (%) chi phí gián tiếpĐịnh mức tỷ lệ (%) chi phí gián tiếpĐịnh mức tỷ lệ (%) chi phí gián tiếp,666666,636363,606060,565656
