Nhóm bắt cháy của vật liệu,"Cường độ thông lượng nhiệt bề mặt tới hạn, kW/m2"
BC1 - khó bắt cháy,≥ 35
BC2 - bắt cháy vừa phải,≥ 20 và < 35
BC3 - dễ bắt cháy,< 20
