"Nhóm nguy hiểm cháy theo công năng của nhà, công trình, khoang cháy",Số tầng và chiều cao của nhà,Cấp nguy hiểm cháy của vật liệu,Cấp nguy hiểm cháy của vật liệu,Cấp nguy hiểm cháy của vật liệu,Cấp nguy hiểm cháy của vật liệu
"Nhóm nguy hiểm cháy theo công năng của nhà, công trình, khoang cháy",Số tầng và chiều cao của nhà,Sử dụng cho tường và trần (bao gồm cả tấm trần treo nếu có),Sử dụng cho tường và trần (bao gồm cả tấm trần treo nếu có),phủ sàn,phủ sàn
"Nhóm nguy hiểm cháy theo công năng của nhà, công trình, khoang cháy",Số tầng và chiều cao của nhà,"Tiền sảnh, buồng thang bộ, sảnh thang máy","Hành lang chung, sảnh chờ","Tiền sảnh, buồng thang bộ, sảnh thang máy","Hành lang chung, sảnh chờ"
"F1.2; F1.3; F2.3; F2.4; F3.1; F3.2; F3.6; F4.2; F4.3; F4.4; F5.1; F5.2, F5.3",≤ 9 tầng hoặc ≤ 28 m,CV2,CV3,CV3,CV4
"F1.2; F1.3; F2.3; F2.4; F3.1; F3.2; F3.6; F4.2; F4.3; F4.4; F5.1; F5.2, F5.3",> 9 tầng và ≤ 17 tầng; hoặc > 28 m và ≤ 50 m,CV1,CV2,CV2,CV3
"F1.2; F1.3; F2.3; F2.4; F3.1; F3.2; F3.6; F4.2; F4.3; F4.4; F5.1; F5.2, F5.3",> 17 tầng hoặc > 50 m,CV0,CV1,CV1,CV2
F1.1; F2.1; F2.2; F3.3; F3.4; F3.5; F4.1,Không phụ thuộc vào số tầng hoặc chiều cao,CV0,CV1,CV1,CV2
