Nhóm độc tính của vật liệu,"Chỉ số HCL50, g/m3, tương ứng với thời gian, min, để lộ - 5","Chỉ số HCL50, g/m3, tương ứng với thời gian, min, để lộ - 15","Chỉ số HCL50, g/m3, tương ứng với thời gian, min, để lộ - 30","Chỉ số HCL50, g/m3, tương ứng với thời gian, min, để lộ - 60"
ĐT1 - độc tính thấp,> 210,> 150,> 120,> 90
ĐT2 - độc tính vừa phải,> 70 và ≤ 210,> 50 và ≤ 150,> 40 và ≤ 120,> 30 và ≤ 90
ĐT3 - độc tính cao,> 25 và ≤ 70,> 17 và ≤ 50,> 13 và ≤ 40,> 10 và ≤ 30
ĐT4 - độc tính đặc biệt cao,≤ 25,≤ 17,≤ 13,≤ 10
