Nhóm sinh khói của vật liệu,"Giá trị hệ số sinh khói của vật liệu, m2/kg"
SK1 - khả năng sinh khói thấp,≤ 50
SK2 - khả năng sinh khói vừa phải,> 50 và ≤ 500
SK3 - khả năng sinh khói cao,> 500
