Nhóm nguy hiểm cháy theo công năng của nhà / Chỉ tiêu kích thước bãi đỗ,"Kích thước bãi đỗ xe chữa cháy, m, tương ứng theo chiều cao PCCC của nhà, m","Kích thước bãi đỗ xe chữa cháy, m, tương ứng theo chiều cao PCCC của nhà, m","Kích thước bãi đỗ xe chữa cháy, m, tương ứng theo chiều cao PCCC của nhà, m"
,≤ 15,> 15 và ≤ 28 1),> 28
1. Nhà nhóm F1.3,,,
a) Chiều rộng của bãi đỗ xe chữa cháy,Không yêu cầu,≥ 6,≥ 6
b) Chiều dài của bãi đỗ xe chữa cháy,Không yêu cầu,≥ 15,≥ 15
2. Các nhóm nhà còn lại,,,
a) Chiều rộng của bãi đỗ xe chữa cháy,Không yêu cầu,≥ 6,≥ 6
b) Chiều dài của bãi đỗ xe chữa cháy,Theo Bảng 15 và Bảng 16,Theo Bảng 15 và Bảng 16,Theo Bảng 15 và Bảng 16
