Số chỗ trong nhà,"Bậc chịu lửa của nhà, không thấp hơn",Cấp nguy hiểm cháy kết cấu của nhà,"Chiều cao PCCC lớn nhất cho phép của nhà, m (số tầng trên mặt đất không kể tầng kỹ thuật trên cùng)"
≤ 50,Không quy định,Không quy định,3 (1)
≤ 100,III,"S0, S1",6 (2)
≤ 150,II,"S0, S1",6 (2)
≤ 350,II,S0,9 (3)
≤ 350,I,S0,9 (3)
