Đặc điểm,"Giá trị nhỏ nhất của thông số, mm, để bảo đảm giới hạn chịu lửa","Giá trị nhỏ nhất của thông số, mm, để bảo đảm giới hạn chịu lửa","Giá trị nhỏ nhất của thông số, mm, để bảo đảm giới hạn chịu lửa","Giá trị nhỏ nhất của thông số, mm, để bảo đảm giới hạn chịu lửa","Giá trị nhỏ nhất của thông số, mm, để bảo đảm giới hạn chịu lửa","Giá trị nhỏ nhất của thông số, mm, để bảo đảm giới hạn chịu lửa"
Đặc điểm,R 240,R 180,R 120,R 90,R 60,R 30
Bê tông dùng cốt liệu gốc silic:,,,,,,
a) Không có biện pháp bảo vệ bổ sung,180,150,100,100,75,75
b) Có trát vermiculite/thạch cao1) dày 15 mm trên bề mặt tiếp xúc với lửa,125,100,75,75,65,65
