Búa,Năng lượng toán của một nhát búa $E_{d}$<br>kJ
1. Búa treo hay búa tác dụng đơn<br>2. Búa điezen dạng ống<br>3. Búa diêzen dạng cân<br>4. Búa điêzen khi đóng vỗ kiểm tra cho quả búa rơi tự do không tiếp liệu.,"GH<br>0,9 GH<br>0,4 GH<br>G (H - h)"
