Đất dưới mũi cọc,Hệ số M
"1. Hòn vụn thô lẫn cát<br>2. Cát hạt vừa và cát to chặt vừa và cát pha cứng<br>3. Cát hạt nhỏ chặt vừa<br>4. Cát bụi chặt vừa<br>5. Cát pha dẻo, sét pha và sét cứng<br>6. Sét pha và sét nửa cứng<br>7. Sét pha và sét dẻo cứng","1,3<br>1,2<br>1,1<br>1,0<br>0,9<br>0,8<br>0,7"
