Trị tính toán góc ma sát trong của đất trong vùng làm việc $_{I}$ độ,Hệ số — $_{1}$,Hệ số — $_{2}$,Trị tính toán góc ma sát trong của đất trong vùng làm việc $_{I}$ độ,Hệ số — $_{1}$,Hệ số — $_{2}$
13<br>15<br>16<br>18<br>20<br>22,"7,8<br>8,4<br>9,4<br>10,1<br>12,1<br>15,0","2,8<br>3,3<br>3,8<br>4,5<br>5,5<br>7,0",24<br>26<br>28<br>30<br>32<br>34,"18,0<br>23,1<br>29,5<br>38,0<br>48,4<br>64,9","9,2<br>12,3<br>16,5<br>22,5<br>31,0<br>44,4"
