Loại đất,Hệ số điều kiện làm việc $_{c}$ khi tải trọng — nén,Hệ số điều kiện làm việc $_{c}$ khi tải trọng — kéo,Hệ số điều kiện làm việc $_{c}$ khi tải trọng — đổi dấu
"1. Sét và sét pha<br>cứng, nửa cứng và dẻo cứng<br>dẻo mềm<br>dẻo chảy<br>2. Cát và cát pha<br>cát ít ẩm và cát pha cứng<br>cát ẩm và cát pha dẻo<br>cát no nước và cát pha chảy","0,8<br>0,8<br>0,7<br>0,8<br>0,7<br>0,6","0,7<br>0,7<br>0,6<br>0,7<br>0,6<br>0,5","0,7<br>0,6<br>0,4<br>0,5<br>0,4<br>0,3"
