Trị trung bình sức kháng của đất ở mũi xuyên $q_{C}$ kPa,$_{1}$ - hệ số chuyển đổi từ $q_{C}$ sang $q_{b}$ — Cọc đóng,$_{1}$ - hệ số chuyển đổi từ $q_{C}$ sang $q_{b}$ — Cọc vít — chịu nén,$_{1}$ - hệ số chuyển đổi từ $q_{C}$ sang $q_{b}$ — Cọc vít — chịu kéo,"$f_{s}$, $f_{si}$ kPa",$_{2}$ - hệ số chuyển đổi từ $f_{s}$ sang f dùng cho xuyên loại I — đất cát,$_{2}$ - hệ số chuyển đổi từ $f_{s}$ sang f dùng cho xuyên loại I — đất dính,$_{i}$ - hệ số chuyển đổi từ $f_{si}$ sang f dùng cho xuyên loại II — đất cát,$_{i}$ - hệ số chuyển đổi từ $f_{si}$ sang f dùng cho xuyên loại II — đất dính
≤ 1000<br>2500<br>5000<br>7500<br>10000<br>15000<br>20000<br>≥ 30000,"0,90<br>0,80<br>0,65<br>0,55<br>0,45<br>0,35<br>0,30<br>0,20","0,50<br>0,45<br>0,32<br>0,26<br>0,23<br>-<br>-<br>-","0,40<br>0,38<br>0,27<br>0,22<br>0,19<br>-<br>-<br>-",≤ 20<br>40<br>60<br>80<br>100<br>≥ 120<br>-<br>-,"2,40<br>1,65<br>1,20<br>1,00<br>0,85<br>0,75<br>-<br>-","1,50<br>1,00<br>0,75<br>0,60<br>0,50<br>0,40<br>-<br>-","0,75<br>0,60<br>0,55<br>0,50<br>0,45<br>0,40<br>-<br>-","1,00<br>0,75<br>0,60<br>0,45<br>0,40<br>0,30<br>-<br>-"
