STTSTTSTT,"Nội dung nhập, cập nhật dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ánNội dung nhập, cập nhậtNội dung nhập, cập nhật  dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ándữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự án","Nội dung nhập, cập nhật dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ánNội dung nhập, cập nhậtNội dung nhập, cập nhật  dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ándữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự án",Ghi chúGhi chúGhi chú
21.621.621.6,Báo cáo kết quả thẩm tra báo cáo nghiên cứu khả thi (tên dự án) hoặc thiết kế cơ sở/thiết kế FEED/thiết kế kỹ thuậtBáoBáo  cáocáo  kếtkết  quảquả  thẩm trathẩm tra  báo cáo nghiên cứu khả thi (tên dự án) hoặc thiết kếbáo cáo nghiên cứu khả thi (tên dự án) hoặc thiết kế  cơcơ  sởsở//thiếtthiết  kế FEEDkế FEED//thiết kế kỹ thuậtthiết kế kỹ thuật,"[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính[Đính  kèmkèm  filefile  đượcđược  kýký  số hoặcsố hoặc  đượcđược  chứngchứng  thựcthực  bản sao điện tử từ bản chính]bản sao điện tử từ bản chính]",
21.721.721.7,"Các văn bản pháp lý, tài liệu khác có liên quan (nếu có)Các văn bản pháp lý, tài liệuCác văn bản pháp lý, tài liệu  kháckhác  cócó  liênliên  quan (nếu có)quan (nếu có)",,
222222,Dữ liệu kết quả giải quyết thủ tụcDữDữ  liệuliệu  kếtkết  quảquả  giải quyết thủ tụcgiải quyết thủ tục,,
22.122.122.1,"Thông báo kết quả thẩm định, thẩm định điều chỉnh Báo cáo nghiên cứu khả thi hoặc Thông báo kết quả thẩm định, thẩm định điều chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựngThông báo kết quả thẩm định,Thông báo kết quả thẩm định,  thẩmthẩm  địnhđịnh  điềuđiều chỉnh chỉnh  BáoBáo  cácáoo  nghiên cứu khả thi hoặc Thông báo kết quả thẩm định, thẩmnghiên cứu khả thi hoặc Thông báo kết quả thẩm định, thẩm  địnhđịnh  điềuđiều  chỉnh Báochỉnh Báo  cáocáo  kinhkinh  tếtế  --  kỹ thuật đầu tư xây dựngkỹ thuật đầu tư xây dựng","[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính[Đính  kèmkèm  filefile  đượcđược  kýký  số hoặcsố hoặc  đượcđược  chứngchứng  thựcthực  bản sao điện tử từ bảbản sao điện tử từ bản chính]n chính]",
22.222.222.2,Hồ sơ bản vẽ thiết kế xây dựng đã được đóng dấu thẩm địnhHồHồ  sơsơ  bảnbản  vẽvẽ  thiếtthiết  kế xây dựng đã được đóng dấu thẩm địnhkế xây dựng đã được đóng dấu thẩm định,- [Đính kèm file được xác nhận]--  [Đính[Đính  kèmkèm  filefile  đượcđược  xác nhận]xác nhận]- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM,"- Thành phần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổng mặt bằng dự án, thiết kế kiến trúc gồm mặt bằng, mặt đứng, mặt cắt công trình; giải pháp thiết kế chính kết cấu phần móng, phần thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy.- Thành - Thành phầnphần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây  dựngdựng  theotheo  địnhđịnh  dạngdạng  pdf,pdf,  cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổngcad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổng  mặtmặt  bằngbằng  dựdự  án,án,  thiếtthiết  kếkế  kiến trúckiến trúc  gồmgồm  mặtmặt  bằng,bằng,  mặtmặt  đứng,đứng,  mặtmặt cắt công trình; giải pháp thiết kế chính kết cấu  cắt công trình; giải pháp thiết kế chính kết cấu phầnphần móng,  móng, phầnphần thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy. thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy.- Khi cơ quan chuẩn bị dự án nộp bản vẽ thiết kế xây dựng cho cơ quan chuyên môn về xây dựng thì phải đăng tải các bản vẽ đã đóng dấu vào Hệ thống thông tin về hoạt động xây dựng.- Khi cơ quan chuẩn bị dự án nộp bản vẽ thiết kế xây dựng cho cơ quan chuyên môn về xây dựng thì phải đăng tải các bản vẽ đã đóng dấu vào Hệ thống thông tin về hoạt động xây dựng.- Khi cơ quan chuẩn bị dự án nộp bản vẽ thiết kế xây dựng cho cơ quan chuyên môn về xây dựng thì phải đăng tải các bản vẽ đã đóng dấu vào Hệ thống thông tin về hoạt động xây dựng."
IIIIII,"Phê duyệt/ phê duyệt điều chỉnh dự án đầu tư xây dựng; Phê duyệt/phê duyệt điều chỉnhPhê duyệtPhê duyệt// phê duyệt  phê duyệt điềuđiều chỉnh dự án đầu tư xây dựng; Phê duyệt chỉnh dự án đầu tư xây dựng; Phê duyệt//phê duyệt phê duyệt điềuđiều chỉnh chỉnhBáo cáo kinh tế - kỹ thuật đầu tư xây dựngBáo cáo kinh tế - kỹ thuật đầu tư xây dựngBáo cáo kinh tế - kỹ thuật đầu tư xây dựngGhi chú:Ghi chú:Ghi chú:Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 5 Điều 3 Thông tư này).Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngànhtạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục , trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại (theo quy định tại khoảnkhoản 5  5 ĐiềuĐiều 3 3  Thông tư nàyThông tư này).).","Phê duyệt/ phê duyệt điều chỉnh dự án đầu tư xây dựng; Phê duyệt/phê duyệt điều chỉnhPhê duyệtPhê duyệt// phê duyệt  phê duyệt điềuđiều chỉnh dự án đầu tư xây dựng; Phê duyệt chỉnh dự án đầu tư xây dựng; Phê duyệt//phê duyệt phê duyệt điềuđiều chỉnh chỉnhBáo cáo kinh tế - kỹ thuật đầu tư xây dựngBáo cáo kinh tế - kỹ thuật đầu tư xây dựngBáo cáo kinh tế - kỹ thuật đầu tư xây dựngGhi chú:Ghi chú:Ghi chú:Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 5 Điều 3 Thông tư này).Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngànhtạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục , trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại (theo quy định tại khoảnkhoản 5  5 ĐiềuĐiều 3 3  Thông tư nàyThông tư này).).","Phê duyệt/ phê duyệt điều chỉnh dự án đầu tư xây dựng; Phê duyệt/phê duyệt điều chỉnhPhê duyệtPhê duyệt// phê duyệt  phê duyệt điềuđiều chỉnh dự án đầu tư xây dựng; Phê duyệt chỉnh dự án đầu tư xây dựng; Phê duyệt//phê duyệt phê duyệt điềuđiều chỉnh chỉnhBáo cáo kinh tế - kỹ thuật đầu tư xây dựngBáo cáo kinh tế - kỹ thuật đầu tư xây dựngBáo cáo kinh tế - kỹ thuật đầu tư xây dựngGhi chú:Ghi chú:Ghi chú:Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 5 Điều 3 Thông tư này).Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngànhtạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục , trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại (theo quy định tại khoảnkhoản 5  5 ĐiềuĐiều 3 3  Thông tư nàyThông tư này).)."
111,"Quyết định phê duyệt, phê duyệt điều chỉnh dự án đầu tư xây dựng hoặc Quyết định phê duyệt/ phê duyệt điều chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựngQuyếtQuyết  địnhđịnh  phêphê  duyệt, phê duyệt duyệt, phê duyệt điềuđiều chỉnh dự án đầu tư xây dựng hoặc Quyết chỉnh dự án đầu tư xây dựng hoặc Quyết  địnhđịnh  phêphê  duyệtduyệt// phê phê  duyệtduyệt  điềuđiều  chỉnh Báochỉnh Báo  cáocáo  kinhkinh  tếtế  --  kỹ thuật đầu tư xây dựngkỹ thuật đầu tư xây dựng","[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính[Đính  kèmkèm  filefile  đượcđược  kýký  số hoặcsố hoặc  đượcđược  chứngchứng  thựcthực  bản sao điện tử từ bản chính]bản sao điện tử từ bản chính]",
222,Tổng mức đầu tư xây dựng dự ánTổngTổng  mứcmức  đầuđầu  tưtư  xây dựng dự ánxây dựng dự án,[Nhập giá trị tổng mức đầu tư: ... tỷ đồng][Nhập[Nhập  giágiá  trịtrị  tổngtổng  mứcmức  đầu tư: ... tỷ đồng]đầu tư: ... tỷ đồng]Đính kèm file tổng mức đầu tư định dạng excel và bản chụp scan Hồ sơ tổng mức đầu tư được phê duyệt bởi cơ quan có thẩm quyền theo quy định pháp luật về quản lý chi phí đầu tư xây dựng.Đính kèm file tổng mức đầu tư định dạng excel và bản chụp scan Hồ sơ tổng mứcĐính kèm file tổng mức đầu tư định dạng excel và bản chụp scan Hồ sơ tổng mức  đầu tư đượcđầu tư được  phêphê  duyệtduyệt  bởibởi  cơcơ  quan có thẩm quyền theo quy định phápquan có thẩm quyền theo quy định pháp  luậtluật  vềvề  quảnquản  lýlý  chichi  phí đầu tư xây dựng.phí đầu tư xây dựng.,
333,Hồ sơ bản vẽ thiết kế xây dựng đã được đóng dấu phê duyệtHồHồ  sơsơ  bảnbản  vẽvẽ  thiếtthiết  kế xây dựng đã được đóng dấu phê duyệtkế xây dựng đã được đóng dấu phê duyệt,- [Đính kèm file được xác nhận]--  [Đính[Đính  kèmkèm  filefile  đượcđược  xác nhận]xác nhận]- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM,"Thành phần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổng mặt bằng dự án, thiết kế kiến trúc gồm mặt bằng, mặt đứng, mặt cắt công trình; giải pháp thiết kế chính kết cấu phần móng, phần thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy.Thành Thành phầnphần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan  thẩmthẩm  định)định)  trongtrong  đóđó  thểthể  hiện tổnghiện tổng  mặtmặt  bằngbằng  dựdự  án,án,  thiếtthiết  kếkế  kiến trúckiến trúc  gồmgồm  mặtmặt  bằng,bằng,  mặtmặt  đứng,đứng,  mặt cắtmặt cắt  côngcông  trình;trình;  giảigiải  pháppháp  thiếtthiết  kếkế chính kết cấu  chính kết cấu phầnphần móng,  móng, phầnphần thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy. thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy."
444,Mục tiêu dự ánMụcMục tiêu dự án tiêu dự án,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],
555,Quy mô đầu tư xây dựng chủ yếuQuyQuy  mômô  đầuđầu  tưtư  xây dựng chủ yếuxây dựng chủ yếu,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Lấy theo quy định tại phụ lục III kèm theo Thông tư nàyLấy theo quy định tại Lấy theo quy định tại phụ lụcphụ lục III III kèm theo  kèm theo Thông tư nàyThông tư này
IIIIIIIII,"Thẩm định hoặc thẩm định điều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệtThẩm định hoặc thẩm định Thẩm định hoặc thẩm định điềuđiều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệt chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệtGhi chú:Ghi chú:Ghi chú:Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 5 Điều 3 Thông tư này).Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngànhtạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. , trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại (theo quy định tại khoảnkhoản 5  5 ĐiềuĐiều 3 3  Thông tư nàyThông tư này).).","Thẩm định hoặc thẩm định điều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệtThẩm định hoặc thẩm định Thẩm định hoặc thẩm định điềuđiều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệt chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệtGhi chú:Ghi chú:Ghi chú:Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 5 Điều 3 Thông tư này).Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngànhtạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. , trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại (theo quy định tại khoảnkhoản 5  5 ĐiềuĐiều 3 3  Thông tư nàyThông tư này).).","Thẩm định hoặc thẩm định điều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệtThẩm định hoặc thẩm định Thẩm định hoặc thẩm định điềuđiều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệt chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệtGhi chú:Ghi chú:Ghi chú:Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 5 Điều 3 Thông tư này).Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục thẩm định do tổ chức, cá nhân thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu chuyên ngànhtạo lập Cơ sở dữ liệu chuyên ngành, trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. , trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, tổ chức, cá nhân có trách nhiệm nhập, cập nhật, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. Việc phê duyệt dữ liệu được thực hiện tự động trên Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại (theo quy định tại khoảnkhoản 5  5 ĐiềuĐiều 3 3  Thông tư nàyThông tư này).)."
111,Tên công trìnhTên công trìnhTên công trình,[Nhập dữ liệu tên công trình][Nhập dữ liệu tên công trình][Nhập dữ liệu tên công trình],Được đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạoĐược đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạoĐược đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạo
222,Địa điểm xây dựngĐịa Địa điểmđiểm xây dựng xây dựng,"[Chọn tỉnh/thành phố, xã/phường/đặc khu]/hoặc trích xuất từ dữ liệu dự án đã liên kết (nếu có)][Chọn tỉnh[Chọn tỉnh//thành phố, xãthành phố, xã//phườngphường//đặc khu]đặc khu]//hoặc trích xuất từ dữ liệu dự án đã liên kết (nếu có)]hoặc trích xuất từ dữ liệu dự án đã liên kết (nếu có)]",Được đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạoĐược đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạoĐược đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạo
333,Mã định danh dự án đầu tư xây dựngMã định danh dự án đầu tư xây dựngMã định danh dự án đầu tư xây dựng,"[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu]Liên kết với Mã định danh dự án đã được khởi tạo (đã thẩm định, thẩm định điều chỉnh)Liên kết với Mã định danh dự án đã được khởi tạo (đã thẩm định, thẩm định Liên kết với Mã định danh dự án đã được khởi tạo (đã thẩm định, thẩm định điềuđiều chỉnh) chỉnh)",Được đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạoĐược đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạoĐược đồng bộ từ thông tin công trình thuộc dự án đã được khởi tạo
444,Chủ đầu tưChủ đầu tưChủ đầu tư,- [Nhập mã số doanh nghiệp hoặc mã số thuế]- [Nhập- [Nhập  mãmã  sốsố  doanhdoanh  nghiệp hoặc mã số thuế]nghiệp hoặc mã số thuế]- [Nhập tên Chủ đầu tư]- [Nhập tên Chủ đầu tư]- [Nhập tên Chủ đầu tư],"Hệ thống tự động hiển thị tên tổ chức khi đã kết nối với Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, Hệ thống ứng dụng đăng ký thuế.Hệ thống tự động hiển thị tên tổ chức khi đã kết nối với Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, Hệ thống ứng dụng đăng ký thuế.Hệ thống tự động hiển thị tên tổ chức khi đã kết nối với Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, Hệ thống ứng dụng đăng ký thuế."
555,Loại công trìnhLoại công trìnhLoại công trình,"Chọn trong các loại quy định tại Quy định chi tiết một số nội dung về quản lý chất lượng, thi công xây dựng và bảo trì công trình xây dựng số 207/2026/NĐ-CP và quy định của Bộ trưởng Bộ Xây dựng về cấp công trình xây dựng phục vụ quản lý hoạt động xây dựngChọn trong các loại quy định tạiChọn trong các loại quy định tại  QuyQuy  địnhđịnh  chichi  tiếttiết  mộtmột  số nộisố nội  dungdung  vềvề  quảnquản  lýlý  chất lượng,chất lượng,  thithi  côngcông  xâyxây  dựngdựng  và bảo trì công trình xây dựng và bảo trì công trình xây dựng số số 207207//20262026//NĐ-CPNĐ-CP và quy định và quy định  củacủa  BộBộ  trưởngtrưởng  BộBộ  XâyXây  dựng vềdựng về  cấpcấp  côngcông  trìnhtrình  xâyxây  dựng phục vụ quản lý hoạt động xây dựngdựng phục vụ quản lý hoạt động xây dựng",
666,Cấp công trìnhCấp công trìnhCấp công trình,"[Chọn cấp công trình] (Đặc biệt, I, II, III, IV][Chọn cấp công trình] (Đặc biệt, I, II, III, IV][Chọn cấp công trình] (Đặc biệt, I, II, III, IV]",
777,"Kết quả thực hiện thủ tục về phòng cháy chữa cháyKếtKết  quảquả  thựcthực  hiệnhiện  thủ tục về phòng cháy chữa cháythủ tục về phòng cháy chữa cháy(nếu có theo quy định của pháp luật về phòng cháy, chữa cháy)(nếu(nếu  cócó  theotheo  quyquy  định của pháp định của pháp luậtluật về phòng cháy, chữa cháy) về phòng cháy, chữa cháy)","[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng[Nhập số:.., ngày .... tháng  .... năm...., cơ quan ban hành văn bản].... năm...., cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính] Liên kết với dữ liệu của cơ quan có thẩm quyền về PCCC (nếu có)[Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính] [Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính] Liên kết với dữ liệu của cơ quan có thẩm quyền về PCCC (nếu có)Liên kết với dữ liệu của cơ quan có thẩm quyền về PCCC (nếu có)",
