STTSTTSTT,"Nội dung nhập, cập nhật dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ánNội dung nhập, cập nhậtNội dung nhập, cập nhật  dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ándữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự án","Nội dung nhập, cập nhật dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ánNội dung nhập, cập nhậtNội dung nhập, cập nhật  dữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự ándữ liệu về dự án đầu tư xây dựng, công trình xây dựng thuộc dự án",Ghi chúGhi chúGhi chú
111,"Quyết định phê duyệt, phê duyệt điều chỉnh thiết kế xây dựng công trìnhQuyếtQuyết  địnhđịnh  phêphê  duyệt, phêduyệt, phê  duyệtduyệt  điềuđiều  chỉnh thiết kế xây dựng công trìnhchỉnh thiết kế xây dựng công trình","[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng[Nhập số:.., ngày .... tháng  .... năm...., cơ quan ban hành văn bản].... năm...., cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính]",
222,Dự toán xây dựng công trìnhDự toán xây dựng công trìnhDự toán xây dựng công trình,[Nhập giá trị dự toán xây dựng công trình: ... tỷ đồng] Đính kèm file dự toán xây dựng công trình định dạng excel và bản chụp scan Hồ sơ dự toán xây dựng công trình được phê duyệt bởi cơ quan có thẩm quyền theo quy định pháp luật về quản lý chi phí đầu tư xây dựng.[Nhập[Nhập  giágiá  trịtrị  dựdự  toántoán  xây dựng công trình: ... tỷ đồng] Đínhxây dựng công trình: ... tỷ đồng] Đính  kèmkèm  filefile  dựdự  toántoán  xây dựngxây dựng  côngcông  trìnhtrình  địnhđịnh  dạng excel và bản chụp scan Hồ sơ dựdạng excel và bản chụp scan Hồ sơ dự  toántoán  xâyxây  dựngdựng  công trình đượccông trình được  phêphê  duyệtduyệt  bởibởi  cơcơ  quan có thẩm quyền theo quy định phápquan có thẩm quyền theo quy định pháp  luậtluật  vềvề  quảnquản  lýlý  chichi  phí đầu tư xây dựng.phí đầu tư xây dựng.,
333,Hồ sơ bản vẽ thiết kế xây dựng đã được đóng dấu phê duyệtHồHồ  sơsơ  bảnbản  vẽvẽ  thiếtthiết  kế xây dựng đã được đóng dấu phê duyệtkế xây dựng đã được đóng dấu phê duyệt,- [Đính kèm file được xác nhận]--  [Đính[Đính  kèmkèm  filefile  đượcđược  xác nhận]xác nhận]- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM,"Thành phần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổng mặt bằng dự án, thiết kế kiến trúc gồm mặt bằng, mặt đứng, mặt cắt công trình; giải pháp thiết kế chính kết cấu phần móng, phần thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy.Thành Thành phầnphần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan  thẩmthẩm  định)định)  trongtrong  đóđó  thểthể  hiện tổnghiện tổng  mặtmặt  bằngbằng  dựdự  án,án,  thiếtthiết  kếkế  kiến trúckiến trúc  gồmgồm  mặtmặt  bằng,bằng,  mặtmặt  đứng,đứng,  mặt cắtmặt cắt  côngcông  trình;trình;  giảigiải  pháppháp  thiếtthiết  kế chính kết cấu kế chính kết cấu phầnphần móng,  móng, phầnphần thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy. thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy.- Ngay sau khi phê duyệt hoặc phê duyệt điều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệt, Chủ đầu tư có trách nhiệm đăng tải dữ liệu của bản vẽ thiết kế xây dựng đã được đóng dấu phê duyệt vào Hệ thống thông tin về hoạt động xây dựng.- Ngay sau- Ngay sau  khi phê duyệt hoặc phê duyệtkhi phê duyệt hoặc phê duyệt  điềuđiều  chỉnhchỉnh  thiếtthiết  kếkế  xâyxây  dựng triểndựng triển  khaikhai  sausau  khikhi  dựdự  ánán  đượcđược  phê duyệt,phê duyệt,  ChủChủ  đầuđầu  tưtư  cócó  tráchtrách  nhiệm đăng tải dữ liệu của bản vẽ thiết kế xây dựng đã đượcnhiệm đăng tải dữ liệu của bản vẽ thiết kế xây dựng đã được  đóngđóng  dấudấu  phêphê  duyệtduyệt  vàovào  HệHệ  thống thông tin về hoạt động xây dựng.thống thông tin về hoạt động xây dựng."
444,Quy mô đầu tư xây dựng chủ yếuQuyQuy  mômô  đầuđầu  tưtư  xây dựng chủ yếuxây dựng chủ yếu,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Lấy theo quy định tại phụ lục III kèm theo Thông tư nàyLấy theo quy định tại Lấy theo quy định tại phụ lụcphụ lục III III kèm theo  kèm theo Thông tư nàyThông tư này
VVV,"Cấp giấy phép xây dựngCấp giấy phép xây dựngCấp giấy phép xây dựngĐối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng, tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 4 Điều 3 Thông tư này).Đối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng,tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng, tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại . (theo quy định tại khoảnkhoản 4  4 ĐiềuĐiều 3  3 Thông tư nàyThông tư này).).","Cấp giấy phép xây dựngCấp giấy phép xây dựngCấp giấy phép xây dựngĐối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng, tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 4 Điều 3 Thông tư này).Đối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng,tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng, tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại . (theo quy định tại khoảnkhoản 4  4 ĐiềuĐiều 3  3 Thông tư nàyThông tư này).).","Cấp giấy phép xây dựngCấp giấy phép xây dựngCấp giấy phép xây dựngĐối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng, tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại khoản 4 Điều 3 Thông tư này).Đối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để Đối với thủ tục cấp giấy phép xây dựng do cơ quan nhà nước có thẩm quyền, cơ quan chuyên môn về xây dựng thực hiện, ban hành kết quả, được thu thập để tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng,tạo lập Cơ sở dữ liệu quốc gia về hoạt động xây dựng, tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu tổ chức, cá nhân đề nghị thực hiện thủ tục có trách nhiệm nhập dữ liệu về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng về công trình xây dựng vào Hệ thống thông tin về hoạt động xây dựng theo quy định. Trong thời hạn 05 ngày làm việc kể từ khi ban hành kết quả thủ tục, cơ quan giải quyết thủ tục có trách nhiệm kiểm tra, chuẩn hóa, phê duyệt dữ liệu theo kết quả thủ tục đã ban hành vào Hệ thống thông tin về hoạt động xây dựng. (theo quy định tại . (theo quy định tại khoảnkhoản 4  4 ĐiềuĐiều 3  3 Thông tư nàyThông tư này).)."
111,Tên công trình xây dựng:Tên công trình xây dựng:Tên công trình xây dựng:,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],
222,"Loại, cấp công trìnhLoại, cấp công trìnhLoại, cấp công trình","[Chọn cấp công trình] (Đặc biệt, I, II, III, IV][Chọn cấp công trình] (Đặc biệt, I, II, III, IV][Chọn cấp công trình] (Đặc biệt, I, II, III, IV]",
333,Địa điểm xây dựngĐịa Địa điểmđiểm xây dựng xây dựng,"[Chọn tỉnh/thành phố, xã/phường/đặc khu]/hoặc trích xuất từ dữ liệu dự án đã liên kết (nếu có)[Chọn tỉnh[Chọn tỉnh//thành phố, xãthành phố, xã//phườngphường//đặc khu]đặc khu]//hoặc trích xuất từ dữ liệu dự án đã liên kết (nếu có)hoặc trích xuất từ dữ liệu dự án đã liên kết (nếu có)",
444,Chủ đầu tư (Chủ hộ gia đình)Chủ đầu tư (Chủ hộ gia đình)Chủ đầu tư (Chủ hộ gia đình),[Nhập mã số doanh nghiệp/mã số thuế đối với chủ đầu tư là tổ chức][Nhập mã số doanh nghiệp[Nhập mã số doanh nghiệp//mã số thuế đối với chủ đầu tư là tổ chức]mã số thuế đối với chủ đầu tư là tổ chức][Nhập Số định danh cá nhân/Số căn cước/Số hộ chiếu đối với chủ đầu tư là cá nhân][Nhập Số định danh cá nhân[Nhập Số định danh cá nhân//Số căn cướcSố căn cước//Số hộ chiếu đối với chủ đầu tư là cá nhân]Số hộ chiếu đối với chủ đầu tư là cá nhân][Nhập dữ liệu tên chủ đầu tư][Nhập dữ liệu tên chủ đầu tư][Nhập dữ liệu tên chủ đầu tư],"- Đối với cá nhân khi nhập Số định danh cá nhân/Số căn cước/Số hộ chiếu, Hệ thống thông tin về hoạt động xây dựng tự động hiển thị tên cá nhân khi đã liên kết hệ thống.- Đối với cá nhân khi nhập Số định danh cá nhân- Đối với cá nhân khi nhập Số định danh cá nhân//Số căn cướcSố căn cước//Số hộ chiếu, Hệ thống thông tin về hoạt động xây dựng tự động hiển thị tên cá nhân khi đã liên kết hệ thống.Số hộ chiếu, Hệ thống thông tin về hoạt động xây dựng tự động hiển thị tên cá nhân khi đã liên kết hệ thống.- Đối với tổ chức hệ thống tự động hiển thị tên tổ chức khi đã kết nối với Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, Hệ thống ứng dụng đăng ký thuế.- Đối với tổ chức hệ thống tự động hiển thị tên tổ chức khi đã kết nối với Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, Hệ thống ứng dụng đăng ký thuế.- Đối với tổ chức hệ thống tự động hiển thị tên tổ chức khi đã kết nối với Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, Hệ thống ứng dụng đăng ký thuế."
555,Quy mô đầu tư xây dựng chủ yếuQuy mô đầu tư xây dựng chủ yếuQuy mô đầu tư xây dựng chủ yếu,[Nhập dữ liệu][1][Nhập dữ liệu][Nhập dữ liệu][1][1],
666,Giấy tờ hợp pháp về đất đaiGiấy tờ hợp pháp về đất đaiGiấy tờ hợp pháp về đất đai,"[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng[Nhập số:.., ngày .... tháng  .... năm...., cơ quan ban hành văn bản].... năm...., cơ quan ban hành văn bản][Đính kèm file Giấy tờ hợp pháp về đất đai] hoặc liên kết với dữ liệu về đất đai (nếu có)[Đính kèm file Giấy tờ hợp pháp về đất đai] hoặc liên kết với dữ liệu về đất đai (nếu[Đính kèm file Giấy tờ hợp pháp về đất đai] hoặc liên kết với dữ liệu về đất đai (nếu  có)có)",
777,"Dữ liệu về tổ chức, cá nhân tham gia khảo sát, lập, thẩm tra thiết kế (nếu có)Dữ liệu về tổ chức, cá nhân tham gia khảo sát, lập, thẩm tra thiết kế (nếu có)Dữ liệu về tổ chức, cá nhân tham gia khảo sát, lập, thẩm tra thiết kế (nếu có)","[Nhập tên tổ chức, cá nhân tham gia khảo sát, lập, thẩm tra thiết kế][Nhập tên tổ chức, cá nhân tham gia khảo sát, lập, thẩm tra thiết kế][Nhập tên tổ chức, cá nhân tham gia khảo sát, lập, thẩm tra thiết kế][Nhập mã số doanh nghiệp/mã số thuế đối với nhà thầu khảo sát, lập, thẩm tra thiết kế][Nhập mã số doanh nghiệp[Nhập mã số doanh nghiệp//mã số thuế đối với nhà thầumã số thuế đối với nhà thầu  khảo sát, lập, thẩm tra thiết khảo sát, lập, thẩm tra thiết kế]kế][Nhập Số định danh cá nhân/Số căn cước/Số hộ chiếu đối với cá nhân tham gia khảo sát, lập, thẩm tra thiết kế][Nhập Số định danh cá nhân[Nhập Số định danh cá nhân//Số căn cướcSố căn cước//Số hộ chiếu đối với cá nhân thamSố hộ chiếu đối với cá nhân tham gia khảo sát, lập, thẩm tra thiết kế] gia khảo sát, lập, thẩm tra thiết kế]","- Khi nhập Số định danh cá nhân/Số căn cước/Số hộ chiếu, Hệ thống thông tin về hoạt động xây dựng tự động hiển thị năng lực của cá nhân đã được xác thực trên Hệ thống.- Khi nhập Số định danh cá nhân- Khi nhập Số định danh cá nhân//Số căn cướcSố căn cước//Số hộ chiếu, Hệ thống thông tin về hoạt động xây dựng tự động hiển thị năng lực của cá nhân đã được xác thực trên Hệ thống.Số hộ chiếu, Hệ thống thông tin về hoạt động xây dựng tự động hiển thị năng lực của cá nhân đã được xác thực trên Hệ thống.- Trường hợp chưa có dữ liệu về chứng chỉ hành nghề hoạt động xây dựng trên Hệ thống thông tin về hoạt động xây dựng, nhập Mã số chứng chỉ hành nghề hoạt động xây dựng để khởi tạo Mã định danh năng lực hoạt động xây dựng của cá nhân (định danh cá nhân/Số hộ chiếu).- Trường hợp chưa có dữ liệu về chứng chỉ hành nghề hoạt động xây dựng trên Hệ thống thông tin về hoạt động xây dựng, nhập Mã số chứng- Trường hợp chưa có dữ liệu về chứng chỉ hành nghề hoạt động xây dựng trên Hệ thống thông tin về hoạt động xây dựng, nhập Mã số chứng chỉ hành nghề hoạt động xây dựng để khởi tạo Mã định danh năng lực hoạt động xây dựng của cá nhân (định danh cá nhân chỉ hành nghề hoạt động xây dựng để khởi tạo Mã định danh năng lực hoạt động xây dựng của cá nhân (định danh cá nhân//Số hộ chiếu).Số hộ chiếu)."
888,Vi phạm hành chính về xây dựng (nếu có)Vi phạm hành chính về xây dựng (nếu có)Vi phạm hành chính về xây dựng (nếu có)(cơ quan có thẩm quyền giải quyết cập nhật dữ liệu khi ban hành kết quả/thông báo giải quyết)(cơ quan có thẩm quyền giải(cơ quan có thẩm quyền giải  quyếtquyết  cậpcập  nhậtnhật  dữ liệudữ liệu  khikhi  banban  hànhhành  kết quảkết quả//thôngthông  báobáo  giải quyết)giải quyết),"[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng[Nhập số:.., ngày .... tháng  .... năm...., cơ quan ban hành văn bản].... năm...., cơ quan ban hành văn bản]Nhập dữ liệu về lỗi vi phạm hành chính về xây dựng/tích hợp từ hệ thống khác có liên quanNhập dữ liệu về lỗi vi phạm hành chính về xây dựngNhập dữ liệu về lỗi vi phạm hành chính về xây dựng//tích hợp từ hệ thống khác có liên quantích hợp từ hệ thống khác có liên quan",
999,Quyết định phê duyệt hoặc phê duyệt điều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệt (nếu có)QuyếtQuyết  địnhđịnh  phêphê  duyệt hoặcduyệt hoặc  phêphê  duyệtduyệt  điềuđiều chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệt (nếu có) chỉnh thiết kế xây dựng triển khai sau khi dự án được phê duyệt (nếu có),"[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng[Nhập số:.., ngày .... tháng  .... năm...., cơ quan ban hành văn bản].... năm...., cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính]",Đối với trường hợp dự án do Chủ đầu tư tự thực hiện Thẩm định/thẩm định điều chỉnh Báo cáo nghiên cứu khả thi đầu tư xây dựng; thẩm định/thẩm định điều chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựng.Đối với trường hợp dự án do Chủ đầu tư tự thực hiện Thẩm địnhĐối với trường hợp dự án do Chủ đầu tư tự thực hiện Thẩm định//thẩm định thẩm định điềuđiều chỉnh Báo cáo nghiên cứu khả thi đầu tư xây dựng; thẩm định chỉnh Báo cáo nghiên cứu khả thi đầu tư xây dựng; thẩm định//thẩm định thẩm định điềuđiều chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựng. chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựng.
101010,Quyết định phê duyệt hoặc phê duyệt điều chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựng (nếu có)QuyếtQuyết  địnhđịnh  phêphê  duyệt hoặcduyệt hoặc  phêphê  duyệtduyệt  điềuđiều chỉnh Báo cáo kinh tế - kỹ chỉnh Báo cáo kinh tế - kỹ  thuậtthuật  đầuđầu  tưtư  xây dựng (nếu có)xây dựng (nếu có),"[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng[Nhập số:.., ngày .... tháng  .... năm...., cơ quan ban hành văn bản].... năm...., cơ quan ban hành văn bản][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính]",Đối với trường hợp Báo cáo kinh tế - kỹ thuật đầu tư xây dựng.Đối với trường hợp Báo cáo kinh tếĐối với trường hợp Báo cáo kinh tế  - kỹ thuật đầu tư xây dựng.- kỹ thuật đầu tư xây dựng.
111111,Kết quả giải quyết thủ tụcKết quả giải quyết thủ tụcKết quả giải quyết thủ tục,,
11.111.111.1,Giấy phép xây dựngGiấy phép xây dựngGiấy phép xây dựng,"[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản][Nhập số:.., ngày .... tháng[Nhập số:.., ngày .... tháng  .... năm...., cơ quan ban hành văn bản].... năm...., cơ quan ban hành văn bản][Đính kèm file Văn bản Giấy phép xây dựng được ký số hoặc Chứng thực bản sao điện tử từ bản chính][Đính kèm file Văn bản Giấy phép xây dựng được ký số hoặc Chứng thực bản sao điện tử từ bản chính][Đính kèm file Văn bản Giấy phép xây dựng được ký số hoặc Chứng thực bản sao điện tử từ bản chính]",
11.211.211.2,Hồ sơ bản vẽ thiết kế được xác nhận kèm theo Giấy phép xây dựngHồHồ  sơsơ  bảnbản  vẽvẽ  thiếtthiết  kế đượckế được  xácxác  nhậnnhận  kèm theokèm theo  GiấyGiấy  phépphép  xây dựngxây dựng,- [Đính kèm file được xác nhận]--  [Đính[Đính  kèmkèm  filefile  đượcđược  xác nhận]xác nhận]- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM- Kèm theo file định dạng BIM đối với trường hợp công trình bắt buộc phải áp dụng BIM,"- Thành phần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây dựng theo định dạng pdf, cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổng mặt bằng dự án, thiết kế kiến trúc gồm mặt bằng, mặt đứng, mặt cắt công trình; giải pháp thiết kế chính kết cấu phần móng, phần thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy.- Thành - Thành phầnphần bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây bản vẽ theo quy định tại Nghị định về quản lý hoạt động xây  dựngdựng  theotheo  địnhđịnh  dạngdạng  pdf,pdf,  cad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổngcad, BIM được các bên có liên quan (nếu có) xác thực theo quy định (chủ đầu tư, tư vấn thiết kế, tư vấn thẩm tra, cơ quan thẩm định) trong đó thể hiện tổng  mặtmặt  bằngbằng  dựdự  án,án,  thiếtthiết  kếkế  kiến trúckiến trúc  gồmgồm  mặtmặt  bằng,bằng,  mặtmặt  đứng,đứng,  mặt cắtmặt cắt  côngcông  trình;trình;  giảigiải  pháppháp  thiếtthiết  kế chính kết cấu kế chính kết cấu phầnphần móng,  móng, phầnphần thân; các sơ đồ nguyên lý của hệ thống cơ thân; các sơ đồ nguyên lý của hệ thống cơ điện, thiết kế giải pháp chính phòng cháy chữa cháy. điện, thiết kế giải pháp chính phòng cháy chữa cháy.- Ngay sau khi bản vẽ thiết kế xây được xác nhận theo Giấy phép xây dựng, Cơ quan cấp giấy phép xây dựng có trách nhiệm đăng tải bản vẽ thiết kế xây dựng đã được xác nhận vào Hệ thống thông tin về hoạt động xây dựng.- Ngay sau khi bản vẽ thiết kế xây được xác nhận theo Giấy phép xây dựng, Cơ quan cấp giấy phép xây dựng có trách nhiệm đăng tải bản vẽ thiết kế xây dựng đã được xác nhận vào Hệ thống thông tin về hoạt động xây dựng.- Ngay sau khi bản vẽ thiết kế xây được xác nhận theo Giấy phép xây dựng, Cơ quan cấp giấy phép xây dựng có trách nhiệm đăng tải bản vẽ thiết kế xây dựng đã được xác nhận vào Hệ thống thông tin về hoạt động xây dựng."
