Loại kết cấu,Cấp độ dẻo trung bình,Cấp độ dẻo cao
"Hệ khung, hệ hỗn hợp, hệ tường kép","3,0 $\alpha_{u}$/$\alpha_{1}$","4,5 $\alpha_{u}$/$\alpha_{1}$"
Hệ không thuộc hệ tường kép,"3,0","4,0 $\alpha_{u}$/$\alpha_{1}$"
Hệ dễ xoắn,"2,0","3,0"
Hệ con lắc ngược,"1,5","2,0"
