Đặc điểm công việc,Những biện pháp cần thiết để hạn chế chói lóa phản xạ — Nguồn sáng để chiếu sáng bề mặt làm việc,Những biện pháp cần thiết để hạn chế chói lóa phản xạ — Đèn,Những biện pháp cần thiết để hạn chế chói lóa phản xạ — Độ chói của bề mặt phát sáng của đèn chiếu sáng tại chỗcd/^{2}$.10{3}$,Những biện pháp cần thiết để hạn chế chói lóa phản xạ — Vị trí đặt đèn chiếu sáng tại chỗ so với mặt làm việc và người làm việc,Những biện pháp cần thiết để hạn chế chói lóa phản xạ — Mức nhận thấy sự tương quan giữa độ chói của vật với sàn
"Công việc làm với những bề mặt kim loại, chất dẻo đục (ví dụ như phải phân biệt những vết xước, vết nứt và những khuyết tật khác trên bề mặt các vật, các chi tiết...)",Bóng đèn huỳnh quang,Đèn có bộ phận tán xạ ánh sáng,"Từ 2,5 đến 4",Bề mặt phát sáng của đèn phải được phản xạ từ mặt làm việc theo hướng nhìn của người làm việc (Hình D.1-a),Độ chói của vật cản phân biệt nhỏ hơn độ chói của nền
"Công việc làm với những bề mặt màu tối bằng chất dẻo, đồ gốm và các vật liệu khác (như phải phát hiện những khuyết tật trên đĩa hát hoặc những sản phẩm cao su công nghiệp .v.v...)",,Đèn ánh sáng trực tiếp không có bộ phận tán xạ ánh sáng,,Bề mặt phát sáng của đèn phản xạ gương từ mặt làm việc không được trùng với hướng nhìn của người làm việc (Hình D.1-b),Độ chói của vật cần phân biệt lớn hơn độ chói của nền.
"Công việc đòi hỏi phải phân biệt vật có tính phản xạ, tán xạ trên nền tán xạ ánh sáng, ở dưới một lớp vật liệu có thể nhìn qua được (ví dụ như đọc chỉ số của các dụng cụ đo, lắp ráp các sản phẩm trong cái chụp bằng vật liệu trong suốt, làm việc với các sản phẩm có phủ lớp véc ni hoặc sơn bóng, phân biệt các nét vẽ trên bản vẽ kĩ thuật, dưới lớp giấy can, v.v...)",Bất kì nguồn sáng nào,Bất kì đèn nào,Không quy định,"Bề mặt phát sáng của đèn phản xạ gương từ lớp vật liệu có thể nhìn qua được, không được trung với hướng nhìn của người làm việc (Hình D.1- c)",Bất cứ trị số nào
"Công việc làm với những vật cần phân biệt và mặt làm việc có đặc tính phản xạ hỗn hợp (ví dụ như vẽ, viết bằng mực can, đọc văn bản trên giấy có mặt láng bóng,v.v…)",Bất kì nguồn sáng nào,Bất kì đèn nào,Không quy định,Bề mặt phát sáng của đèn phản xạ gương từ mặt làm việc không được trùng với hướng nhìn của người làm việc (Hình D.1- c),Bất cứ trị số nào
