Quy mô,"Công suất, tấn/ngày",Số lượng lò hoạt động thường xuyên
Cơ sở đốt rác qui mô rất lớn,> 1 000,≥ 3
Cơ sở đốt rác qui mô lớn,> 500; ≤ 1 000,≥ 2
Cơ sở đốt rác qui mô trung bình,> 100; ≤ 500,≥ 1
Cơ sở đốt rác qui mô nhỏ,"≥ 7,0; ≤ 100",≥ 1
