"Bán kính đường cong, m",> 30 ÷ ≤ 45,> 25 ÷ ≤ 30,> 20 ÷ ≤ 25,> 15 ÷ ≤ 20,≤ 15
"Giảm độ dốc dọc, %","1,0","1,5","2,0","2,5","3,0"
