Thành phần và số người,Số lượng thiết kế (chỗ) — Tắm,Số lượng thiết kế (chỗ) — Rửa,Số lượng thiết kế (chỗ) — Giặt,Số lượng thiết kế (chỗ) — Xí,Số lượng thiết kế (chỗ) — Tiểu,Số lượng thiết kế (chỗ) — Vệ sinh phụ nữ
1 – Nam: 16 học sinh<br>2 – Nữ : 16 học sinh<br>: 25 học sinh,1<br>1,1<br>1,1<br>1,1<br>1,1<br>1,1<br>1
