Quy mô trường với số lượng học sinh,Số chỗ,Diện tích ($m^{2}$)
l - Trường có dưới 1000 học sinh<br>2 -Trường có từ 1000đến 2000 học sinh<br>3 -Trường có từ 2000 đến 3000 học sinh<br>4 -Trường có từ 3000 đến 5000 học sinh<br>5 -Trường trên 5000 học sinh,4 - 6<br>6 - 8<br>8 - 10<br>10 - 12<br>15,24 - 36<br>36 - 48<br>48 - 60<br>60 - 72<br>90
