Tên phòng,Diện tích $m^{2}$
"1. Phòng chuẩn bị dùng cho giảng đường vật lí 500 - 400 chỗ<br>2. Phòng chuẩn bị dùng cho giảng đường vật lí 300 - 200 chỗ<br>3. Phòng chuẩn bị dùng cho giảng đường hoá học 300 - 200<br>4. Phòng chuẩn bị dùng cho giảng đường toán học cao cấp, hình học hoạ hình, sức bền vật liệu và; các môn học khác với số chỗ:<br>&nbsp;&nbsp;\- 300 : 200 chỗ<br>&nbsp;&nbsp;\- 150 : l00 chỗ<br>5. Phòng dụng cụ cho các giảng đường vật lí",144<br>108<br>72<br>72<br>36<br>72
