Loại trường đại học,Số lượng học sinh
"Tổng hợp<br>Bách khoa và kĩ thuật<br>Nông nghiệp<br>Sư phạm<br>Kinh tế<br>Y, dược<br>Văn hóa, nghệ thuật<br>Thể dục, thể thao",Từ 3000 đến 6000 học sinh<br>Từ 4000 đến 6000 học sinh<br>Từ 2000 đến 5000 học sinh<br>Từ 3000 đến 5000 học sinh<br>Từ 2000 đến 4000 học sinh<br>Từ 1500 đến 4000 học sinh<br>Từ 500 đến 1500 học sinh<br>Từ 500 đến 1500 học sinh
