Tên phòng,Đơn vị tính,Diện tích ($m^{2}$)
l - Phòng trạm trưởng và y bác sĩ trực<br>2 - Phòng khám<br>3 - Phòng tiêm và thủ thuật<br>4 - Phòng y tá hồ sơ kiêm phát thuốc<br>5 - Kho thuốc và dụng cụ<br>6 -Phòng bệnh nhân<br>7 - Phòng bệnh nhân nặng và cách li<br>8 - Phòng ăn cho bệnh nhân,1 phòng<br>1 phòng<br>1 phòng<br>1 phòng<br>1 phòng<br>1 giường cho 100 học sinh<br>Theo chú thích chỗ ngồi,"18<br>18<br>18<br>12<br>12<br>6/1 giường<br>9/1 giường<br>1,2"
