Tên quầy phục vụ,Diện tích phòng theo số lượng học sinh(m2) — 1000,Diện tích phòng theo số lượng học sinh(m2) — 2000,Diện tích phòng theo số lượng học sinh(m2) — 3000,Diện tích phòng theo số lượng học sinh(m2) — 4000,Diện tích phòng theo số lượng học sinh(m2) — 5000
1,2,3,4,5,6
1- Quầy bách hóa<br>2 - Quầy giải khát<br>3 - Cắt tóc<br>4 - May vá quần áo<br>5 – Sách báo tem thư,18<br>16<br>12<br>6<br>12,24<br>24<br>12<br>12<br>12,24<br>24<br>18<br>12<br>18,36<br>36<br>18<br>18<br>18,48<br>48<br>24<br>24<br>24
