Bậc chịu lửa,Số chỗ trong hội trường,Giới hạn tầng cho phép bố trí
II và III<br>I và II<br>I và II<br>III<br>III<br>IV<br>V,Không quá 500<br>từ 501 đến 600<br>lớn hơn 600<br>không quá 300<br>từ 301đến 600<br>không quá 300<br>không quá 300,Không quy định<br>5<br>3<br>3<br>2<br>1<br>1
