Tên phòng,Đơn vị tính,Diện tích ($m^{2}$)
"1- Phòng học đặt các thiết bị phụ thuộc vào việc bố trí và chức năng thiết bị song không được nhỏ hơn<br>2- Các phòng vẽ kĩ thuật, phòng thiết kế bài tập môn học và thiết kế tốt nghiệp<br>3- Các phòng như trên (số 20) của các trường đại học kiến trúc và nghệ thuật cũng như các phòng mĩ thuật, hội hoạ, điêu khắc, các lớp sân khấu, âm nhạc và diễn tập.<br>4- Phòng lưu trữ thuộc các phòng thiết kế bài tập môn học và thiết kế tốt nghiệp (phục vụ 2 phòng)<br>&nbsp;&nbsp;\- Trong các trường đại học kiến trúc nghệ thuật<br>&nbsp;&nbsp;\- Trong các trường đại học khác<br>5- Phòng mô hình thuộc các phòng vẽ kĩ thuật<br>&nbsp;&nbsp;\- Trong các trường đại học kĩ thuật<br>&nbsp;&nbsp;\- Trong các trờng đại học kiến trúc xây dựng và mỹ thuật",cho một chỗ<br>-<br>-<br>phòng<br>-<br>-<br>-<br>-,"2,2<br>3,6<br>6,0<br>36<br>18<br>36<br>72"
