Loại trường đại học,"Diện tích đất, tính bằng ha/100 học sinh với các quy mô — Dưới 2000","Diện tích đất, tính bằng ha/100 học sinh với các quy mô — Từ 2000 đến 4000","Diện tích đất, tính bằng ha/100 học sinh với các quy mô — Từ 4000 đến 6000"
"Tổng hợp<br>Bách khoa và kĩ thuật<br>Nông nghiệp<br>Sư phạm<br>Kinh tế<br>Y dược<br>Văn hoá, nghệ thuật<br>Thể dục thể thao",4<br>4<br>4<br>3<br>20,5<br>5.5<br>5.0<br>5.0<br>3<br>3,4.5<br>5<br>4.5<br>2.5
