Loại học sinh,Diện tích ở cho mỗi học sinh ($m^{2}$)
"1 - Học sinh nam và nữ<br>2 -Cán bộ lớn tuổi đi học, thương binh<br>3 - Học sinh hệ sau và trên đại học, học sinh nước ngoài và học sinh năng khiếu",35-38<br>5<br>6
