Loại phòng,Số chỗ trong hội trường của các loại trường khác nhau — Văn hóa,Số chỗ trong hội trường của các loại trường khác nhau — Sân khấu,Số chỗ trong hội trường của các loại trường khác nhau — Nhạc viện
1- Hội trường sử dụng nhiều chức năng<br>2-Nhà hát diễn tập<br>3-Phòng hòa nhạc<br>4-Phòng nhạc kịch<br>5-Giảng đường có sân khấu<br>6-Giảng đường có sân khấu biến thế,700<br>250,600<br>300<br>230,500<br>300
