4.3.14.3.14.3.1,Tro bay dùng cho vật liệu xây dựngTro bay dùng cho vật liệu xây dựngTro bay dùng cho vật liệu xây dựng
4.3.1.14.3.1.14.3.1.1,"Phụ gia hoạt tính tro bay dùng cho bê tông, vữa xây và xi măngPhụ gia hoạt tính tro bay dùng cho bê tông, vữa xây và xi măngPhụ gia hoạt tính tro bay dùng cho bê tông, vữa xây và xi măng"
4.3.1.24.3.1.24.3.1.2,Tro bay làm nguyên liệu sản xuất vật liệu xây dựngTro bay làm nguyên liệu sản xuất vật liệu xây dựngTro bay làm nguyên liệu sản xuất vật liệu xây dựng
4.3.24.3.24.3.2,Tro xỉ nhiệt điện đốt than làm vật liệu san lấpTro xỉ nhiệt điện đốt than làm vật liệu san lấpTro xỉ nhiệt điện đốt than làm vật liệu san lấp
4.3.34.3.34.3.3,Tro trấuTro trấuTro trấu
4.3.44.3.44.3.4,Xỉ đáy lòXỉ đáy lòXỉ đáy lò
4.3.54.3.54.3.5,Xỉ hạtXỉ hạtXỉ hạt
4.3.5.14.3.5.14.3.5.1,Xỉ hạt lò caoXỉ hạt lò caoXỉ hạt lò cao
4.3.5.24.3.5.24.3.5.2,Xỉ hạt phốt pho lò điện nghiền mịn dùng cho xi măng và bê tôngXỉ hạt phốt pho lò điện nghiền mịn dùng cho xi măng và bê tôngXỉ hạt phốt pho lò điện nghiền mịn dùng cho xi măng và bê tông
4.3.64.3.64.3.6,Xỉ thépXỉ thépXỉ thép
4.3.6.14.3.6.14.3.6.1,Xỉ thép làm vật liệu san lấpXỉ thép làm vật liệu san lấpXỉ thép làm vật liệu san lấp
4.3.6.24.3.6.24.3.6.2,Xỉ thép dùng làm nguyên liệu sản xuất vật liệu xây dựngXỉ thép dùng làm nguyên liệu sản xuất vật liệu xây dựngXỉ thép dùng làm nguyên liệu sản xuất vật liệu xây dựng
4.3.74.3.74.3.7,"Thạch cao phát thải, phụ phẩm thạch caoThạch cao phát thải, phụ phẩm thạch caoThạch cao phát thải, phụ phẩm thạch cao"
4.3.7.14.3.7.14.3.7.1,Thạch cao phát thải từ các nhà máy nhiệt điện (FGD)Thạch cao phát thải từ các nhà máy nhiệt điện (FGD)Thạch cao phát thải từ các nhà máy nhiệt điện (FGD)
4.3.7.24.3.7.24.3.7.2,Hỗn hợp thạch cao phốt pho làm vật liệu san lấpHỗn hợp thạch cao phốt pho làm vật liệu san lấpHỗn hợp thạch cao phốt pho làm vật liệu san lấp
4.3.7.34.3.7.34.3.7.3,Thạch cao phospho dùng để sản xuất xi măngThạch cao phospho dùng để sản xuất xi măngThạch cao phospho dùng để sản xuất xi măng
4.3.84.3.84.3.8,"Cốt liệu, vật liệu san lấp từ phế thải xây dựng và phế thải công nghiệpCốt liệu, vật liệu san lấp từ phế thải xây dựng và phế thải công nghiệpCốt liệu, vật liệu san lấp từ phế thải xây dựng và phế thải công nghiệp"
4.3.94.3.94.3.9,"Tro, xỉ đốt rácTro, xỉ đốt rácTro, xỉ đốt rác"
4.3.104.3.104.3.10,"Bùn thải, bùn nạo vétBùn thải, bùn nạo vétBùn thải, bùn nạo vét"
4.3.114.3.114.3.11,"Các loại chất thải, phế thải, phụ phẩm khác đáp ứng yêu cầu sử dụng làm vật liệu xây dựngCác loại chất thải, phế thải, phụ phẩm khác đáp ứng yêu cầu sử dụng làm vật liệu xây dựngCác loại chất thải, phế thải, phụ phẩm khác đáp ứng yêu cầu sử dụng làm vật liệu xây dựng"
4.44.44.4,Các vật liệu xây dựng khác không sản xuất trực tiếp từ khoáng sảnCác vật liệu xây dựng khác không sản xuất trực tiếp từ khoáng sảnCác vật liệu xây dựng khác không sản xuất trực tiếp từ khoáng sản
