TTTTTT,Tên hàng hóaTên hàng hóaTên hàng hóa,Tổng số (lô)Tổng số (lô)Tổng số (lô),Đơn vị tínhĐơn vị tínhĐơn vị tính,Khối lượngKhối lượngKhối lượng,"Nguồn gốc, xuất xứNguồn gốc, xuất xứNguồn gốc, xuất xứ"
............,,,,,
