TTTTTT,Số hồ sơSố hồ sơSố hồ sơ,Người nhập khẩuNgười nhập khẩuNgười nhập khẩu,"Địa chỉ, số điện thoạiĐịa chỉ, số điện thoạiĐịa chỉ, số điện thoại",Tên hàng hóaTên hàng hóaTên hàng hóa,Số lượngSố lượngSố lượng,Xuất xứXuất xứXuất xứ,Lý do không đạtLý do không đạtLý do không đạt,Các biện pháp đã được xử lýCác biện pháp đã được xử lýCác biện pháp đã được xử lý
...............,,,,,,,,
