Stt,Nội dung công việc thực hiện,Thời gian,Thời gian,Thời gian,Thành phần máy thi công,Thành phần máy thi công,Thành phần máy thi công,Thành phần máy thi công,Thành phần máy thi công,Thành phần máy thi công,Thành phần máy thi công,Thành phần máy thi công,Ghi chú
Stt,Nội dung công việc thực hiện,Thời gian,Thời gian,Thời gian,MTC thứ 1,MTC thứ 1,MTC thứ 2,MTC thứ 2,MTC thứ 3,MTC thứ 3,MTC thứ … (số lượng…),MTC thứ … (số lượng…),Ghi chú
Stt,Nội dung công việc thực hiện,Thời gian,Thời gian,Thời gian,(số lượng…),(số lượng…),(số lượng…),(số lượng…),(số lượng…),(số lượng…),MTC thứ … (số lượng…),MTC thứ … (số lượng…),Ghi chú
Stt,Nội dung công việc thực hiện,b.đầu,k.thúc,(∆ t),b.đầu,k.thúc,b.đầu,k.thúc,b.đầu,k.thúc,b.đầu,k.thúc,Ghi chú
Stt,Nội dung công việc thực hiện,(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),Ghi chú
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(…),(…),(…)
1,Công đoạn/bước công việc thứ 1,,,,,,,,,,,,
2,Công đoạn/bước công việc thứ 2,,,,,,,,,,,,
…,Công đoạn/bước công việc thứ …,,,,,,,,,,,,
