Nội dung,"Tính toán theo hồ sơ thiết kế, quy chuẩn, tiêu chuẩn xây dựng",Theo số liệu thống kê của công trình đã thực hiện,"Tổ chức khảo sát, thu thập số liệu từ thi công thực tế"
Hao phí nhân công,"≤ 1,2","≤ 1,15","≤ 1,1"
Hao phí máy thi công,"≤ 1,15","≤ 1,1","≤ 1,05"
