Stt,Nội dung công việc thực hiện,Thời gian,Thời gian,Thời gian,Thành phần nhân công,Thành phần nhân công,Thành phần nhân công,Thành phần nhân công,Thành phần nhân công,Thành phần nhân công,Thành phần nhân công,Thành phần nhân công,Ghi chú
Stt,Nội dung công việc thực hiện,Thời gian,Thời gian,Thời gian,Nhân công thứ 1 (số lượng…),Nhân công thứ 1 (số lượng…),Nhân công thứ 2 (số lượng…),Nhân công thứ 2 (số lượng…),Nhân công thứ 3 (số lượng…),Nhân công thứ 3 (số lượng…),Nhân công thứ … (số lượng…),Nhân công thứ … (số lượng…),Ghi chú
Stt,Nội dung công việc thực hiện,b.đầu,k.thúc,(∆ t),b.đầu,k.thúc,b.đầu,k.thúc,b.đầu,k.thúc,b.đầu,k.thúc,Ghi chú
Stt,Nội dung công việc thực hiện,(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),(h:ph),Ghi chú
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(…),(….),(…)
1,Công đoạn/bước công việc thứ 1,,,,,,,,,,,,
2,Công đoạn/bước công việc thứ 2,,,,,,,,,,,,
…,Công đoạn/bước công việc thứ …,,,,,,,,,,,,
