Mã hiệu,"Loại công trình, hạng mục công trình, hệ thống kỹ thuật hoặc dây chuyền công nghệ (Bao gồm thông tin cơ bản về quy mô, công suất, đặc điểm kết cấu, công nghệ…)",Suất chi phí xây dựng,Suất chi phí thiết bị
(1),(2),(3),(4)
,,,
,,,
,,,
,,,
