Hướng,Tháng,Giờ
Hướng,Tháng,6,7,8,9,10,11,12,13,14,15,16,17,18
Trạm Sơn La
Bắc,1,0
Bắc,2,0
Bắc,3,0
Bắc,4,"23,1","38,0","5,7",0,"5,7","38,0","23,1"
Bắc,5,"83,2","123,6","101,6","60,3","20,1",0,"20,1","60,3","101,6","123,6","83,2"
Bắc,6,"121,2","168,8","150,0","110,7","71,8","44,6","34,9","44,6","71,8","110,7","150,0","168,8","121,2"
Bắc,7,"105,3","147,2","120,2","74,3","30,8",1,0,1,"30,8","74,3","120,2","147,2","105,3"
Bắc,8,"37,9","56,7","15,2",0,"15,2","56,7","37,9"
Bắc,9,0
Bắc,10,0
Bắc,11,0
Bắc,12,0
Đông Bắc,1,0,"84,4","120,1","48,3",0
Đông Bắc,2,0,"154,6","195,2","128,8","4,7",0
Đông Bắc,3,0,"270,2","309,3","237,9","106,4",0
Đông Bắc,4,"101,7","292,6","336,9","289,5","185,3","51,6",0
Đông Bắc,5,"232,2","430,7","464,3","403,3","285,8","139,6",0
Đông Bắc,6,"297,5","490,1","516,7","450,3","328,9","179,6","24,7",0
Đông Bắc,7,"286,8","495,5","518,8","444,4","314,2","156,1",0
Đông Bắc,8,"158,8","393,0","426,3","355,6","226,0","67,5",0
Đông Bắc,9,0,"270,2","309,3","237,9","106,4",0
Đông Bắc,10,0,"180,2","218,8","142,7","7,8",0
Đông Bắc,11,0,"91,2","127,2","53,0",0
Đông Bắc,12,0,"58,2",91,"19,8",0
Đông,1,0,"217,8","429,8","445,4","350,8","190,9",0
Đông,2,0,"304,2","471,4","470,8","366,7","198,8",0
Đông,3,0,"423,1","552,9","527,2","402,7","216,5",0
Đông,4,"120,8","375,8","470,7","450,4","346,5","187,2",0
Đông,5,"245,2","485,7","555,2","510,0","384,2","205,3",0
Đông,6,"299,6","524,5","580,9","526,2","393,4","209,5",0
Đông,7,"300,4","553,6","613,6","554,3","413,5","219,9",0
Đông,8,"186,6","499,2","587,7","543,3","409,7","219,0",0
Đông,9,0,"423,1","552,9","527,2","402,7","216,5",0
Đông,10,0,"351,9","523,1","512,3","394,8","212,9",0
Đông,11,0,"232,2","445,7","458,1","359,4","195,3",0
Đông,12,0,"170,1","396,8","421,4","334,7","182,8",0
Đông Nam,1,0,"223,6","487,6","581,5","573,4","496,0","373,0","226,1","77,5",0
Đông Nam,2,0,"275,5","471,3","537,0","513,9","426,9","297,1","145,7",0
Đông Nam,3,0,"328,1","472,5","507,5","463,1","359,6","216,3","53,5",0
Đông Nam,4,"69,0","238,8","328,7","347,4","304,7","213,1","88,2",0
Đông Nam,5,"114,5",256,"320,6","318,0","257,4","150,7","12,6",0
Đông Nam,6,"126,2","251,5","304,7","293,8","227,4","116,6",0
Đông Nam,7,"137,9","287,3","348,8","339,4","270,6","154,8","6,8",0
Đông Nam,8,"105,1","312,9","404,8","412,6","353,3","242,1","95,6",0
Đông Nam,9,0,"328,1","472,5","507,5","463,1","359,6","216,3","53,5",0
Đông Nam,10,0,"317,4","520,8","581,7","550,4","454,2","314,7","153,1",0
Đông Nam,11,0,"237,1","503,0","594,8","583,8","503,4","377,3","227,3","75,6",0
Đông Nam,12,0,"182,2","470,1","576,1","576,3","505,7","388,7","247,2","103,0",0
Nam,1,0,"98,4","260,0","377,1","460,3","510,7","527,6","510,7","460,3","377,1","260,0","98,4",0
Nam,2,0,"85,5","195,2","288,7","360,1","405,0","420,3","405,0","360,1","288,7","195,2","85,5",0
Nam,3,0,"41,0","115,4","190,6","252,3","292,2","305,9","292,2","252,3","190,6","115,4","41,0",0
Nam,4,0,"41,0","84,4","114,2","124,7","114,2","84,4",41,0
Nam,5,0,"7,9","17,9","7,9",0
Nam,6,0
Nam,7,0,"9,6",0
Nam,8,0,"40,3","90,0","123,5","135,3","123,5","90,0","40,3",0
Nam,9,0,"41,0","115,4","190,6","252,3","292,2","305,9","292,2","252,3","190,6","115,4","41,0",0
Nam,10,0,"97,0","213,6","310,4","383,7","429,5","445,1","429,5","383,7","310,4","213,6","97,0",0
Nam,11,0,"103,2","265,8","383,2","466,4","516,7","533,7","516,7","466,4","383,2","265,8","103,2",0
Nam,12,0,"87,7","268,1","393,4","480,4","532,4","549,8","532,4","480,4","393,4","268,1","87,7",0
Tây Nam,1,0,"77,5","226,1","373,0","496,0","573,4","581,5","487,6","223,6",0
Tây Nam,2,0,"145,7","297,1","426,9","513,9","537,0","471,3","275,5",0
Tây Nam,3,0,"53,5","216,3","359,6","463,1","507,5","472,5","328,1",0
Tây Nam,4,0,"88,2","213,1","304,7","347,4","328,7","238,8","69,0"
Tây Nam,5,0,"12,6","150,7","257,4","318,0","320,6","256,0","114,5"
Tây Nam,6,0,"116,6","227,4","293,8","304,7","251,5","126,2"
Tây Nam,7,0,"6,8","154,8","270,6","339,4","348,8","287,3","137,9"
Tây Nam,8,0,"95,6","242,1","353,3","412,6","404,8","312,9","105,1"
Tây Nam,9,0,"53,5","216,3","359,6","463,1","507,5","472,5","328,1",0
Tây Nam,10,0,"153,1","314,7","454,2","550,4","581,7","520,8","317,4",0
