Trạm,Đặc trưng,Thời đoạn (phút)
Trạm,Đặc trưng,10,30,60,90,120,240,480,720,1440
1. Lai Châu,Trung bình,17,"33,1","47,3","55,7","60,9",77,"92,3","99,7","131,9"
1. Lai Châu,Lớn nhất,"23,3","46,9","68,4","83,1","95,6",116,151,174,"242,5"
1. Lai Châu,Năm xuất hiện,1962,1971,1963,1966,1994
2. Điện Biên,Trung bình,"18,5","36,7","49,1",57,"60,6",71,"79,7","83,1"
2. Điện Biên,Lớn nhất,"22,1","51,4","69,7","89,6","94,3",126,168,175,185
2. Điện Biên,Năm xuất hiện,1972,1975,1972,1975
3. Sơn La,Trung bình,19,"33,8","46,6","54,6","58,4","65,8","71,5","97,1","118,8"
3. Sơn La,Lớn nhất,"29,1","59,8","85,4",114,128,135,137,"223,5","257,9"
3. Sơn La,Năm xuất hiện,1979,2015
4. Lào Cai,Trung bình,20,"39,6","57,1","67,5","71,6","89,2",103,107,110
4. Lào Cai,Lớn nhất,"29,6","71,1","93,7",103,105,151,185,191
4. Lào Cai,Năm xuất hiện,1961,1960,1971
5. Sa Pa,Trung bình,"15,3","27,9","41,6",-,"56,8","74,7",102,121,"147,4"
5. Sa Pa,Lớn nhất,29,"68,3",106,-,141,160,163,196,"336,4"
5. Sa Pa,Năm xuất hiện,1983,1963,-,1963,1971,1974
6. Yên Bái,Trung bình,21,"45,2","58,7","73,9","82,2",102,123,"151,2","171,5"
6. Yên Bái,Lớn nhất,"29,9","70,1","94,3",101,130,149,"175,9","246,4","309,9"
6. Yên Bái,Năm xuất hiện,1961,1964,1973,2010
7. Hà Giang,Trung bình,"20,4","41,3","58,4","67,7",77,"96,6",117,128,"157,8"
7. Hà Giang,Lớn nhất,"26,8",58,"77,6","95,4",114,183,200,"687,8"
7. Hà Giang,Năm xuất hiện,1974,1979,1966,1973,1961,1965,2010
8. Tuyên Quang,Trung bình,"22,7","46,5",63,71,"75,5","84,7","95,1",104,"121,1"
8. Tuyên Quang,Lớn nhất,"32,1","61,5","89,4","98,9",108,122,130,158,"316,0"
8. Tuyên Quang,Năm xuất hiện,1969,1964,1961,2006
9. Bắc Kạn,Trung bình,"21,2",41,"57,9","65,6","71,9","83,9","93,4","96,9",121
9. Bắc Kạn,Lớn nhất,30,"69,4","92,1","98,4",125,177,183,300
9. Bắc Kạn,Năm xuất hiện,1978,1973,2016,1973,1964,1973
10.Thái Nguyên,Trung bình,"24,8","52,4","80,5","89,2",112,150,167,174,206
10.Thái Nguyên,Lớn nhất,"31,7","74,6",117,159,193,299,367,371,528
10.Thái Nguyên,Năm xuất hiện,1973,1959,1973,1959
11.Việt Trì,Trung bình,"21,6","41,6","64,1","56,6","65,9","81,4",104,"110,3",140
11.Việt Trì,Lớn nhất,"31,4","55,8","107,5","99,7",106,128,190,"195,4",372
11.Việt Trì,Năm xuất hiện,1973,1977,2008,1975,1976,2019,1976
12.Vĩnh Phúc,Trung bình,"21,9","44,2","63,7","69,4","77,5",-,"117,4","129,6"
12.Vĩnh Phúc,Lớn nhất,"35,4","71,2","117,0","100,1","124,7",-,"309,2","361,9"
12.Vĩnh Phúc,Năm xuất hiện,1981,1982,2015,1982,2008,-,2008
13.Hòn Gai,Trung bình,"21,9","46,5","67,4",81,"96,2",124,151,163,195
13.Hòn Gai,Lớn nhất,"27,2","72,1",91,118,"150,5",191,245,"346,0","388,4"
13.Hòn Gai,Năm xuất hiện,1966,2015,1966,1964,2015,1978,2015
14.Bãi Cháy,Trung bình,-,"42,8","63,8",-,"84,2","100,8",-,"155,7","193,2"
