Tên đất hòn lớn và đất cát theo độ no nước,"Độ no nước, G"
Ít ẩm,"0 < G ≤ 0,5"
Ẩm,"0,5 < G ≤ 0,8"
No nước,"0,8 < G ≤ 1"
