Tên các đất nhiễm muối,"Tổng lượng chứa muối dễ hòa tan và hòa tan vừa so với trọng lượng đất hong khô,%",Chú thích
Đá nửa cứng nhiễm muối<br>Đất hòn lớn nhiễm muối<br>Khi lượng chứa cát nhỏ hơn 40 %<br>hoặc lượng chứa sét nhỏ hơn 30 %<br>Khi lượng chứa cát lớn hơn 40 %<br>Khi lượng chứa sét lớn hơn 30 %<br>Đất cát nhiễm muối<br>Đất sét nhiễm muối:<br>Á cát và á sét lún ướt (đất lớt hoặc dạng lớt)<br>Á cát và á sét không lún ướt,"2<br>2<br>0,5<br>0,5<br>0,5<br>1 (hoặc 0,3 nếu chỉ có muối dễ hòa tan)<br>5","Các loại muối dễ hòa tan gồm có:<br>NaCl, KCl, $CaCl_{2}$, MgCh, $NaHCO_{3}$, Ca($HCO_{3}$)$_{2}$, Mg($HCO_{3}$)$_{2}$, $Na_{2}CO_{3}$, $MgSO_{4}$, $Na_{2}SO_{4}$.<br>Muối hòa tan vừa là thạch cao: $CaSO_{4}$.2$H_{2}$ O."
