Chỉ số dẻo của đất $I_{p}$,"0,01 ≤ $I_{p}$ < 0,1","0,1 ≤ $I_{p}$ < 0,14","0,14 ≤ $I_{p}$ < 0,22"
Chỉ số lún ướt s,"0,1","0,17","0,24"
