Đường kính ống (mm),Đường kính ống thoát nước sản xuất không bẩn và nước mưa — Độ dầy lớn nhất,Đường kính ống thoát nước sản xuất không bẩn và nước mưa — Độ dốc nhỏ nhất,Đường kính ống thoát nước sản xuất nhiễm bẩn — Độ dầy lớn nhất,Đường kính ống thoát nước sản xuất nhiễm bẩn — Độ dốc nhỏ nhất
50<br>75<br>100<br>125<br>150<br>200,"0,8 đường kính ống<br>0,8 đường kính ống<br>0,8 đường kính ống<br>0,8 đường kính ống<br>0,8 đường kính ống<br>0,8 đường kính ống","0,02<br>0,015<br>0,008<br>0,006<br>0,005<br>0,005","0,5 đường kính ống<br>0,5 đường kính ống<br>0,5 đường kính ống<br>0,5 đường kính ống<br>0,5 đường kính ống<br>0,5 đường kính ống","0,02<br>0,02<br>0,012<br>0,01<br>0,007<br>0,005"
