Đường kính phễu thu hoặc ống đứng (mm),80,100,150,200
Lưu lượng tính toán cho một phễu thu nước mưa 1/s<br>Lưu lượng tính toán nước mưa tính cho 1 ống đứng thu nước mưa 1/s,5<br>10,12<br>20,35<br>50,80
