Chiều dày lớp đất yếu (m),Chiều dài rãnh (m) — Khi đường kính ống (mm) — đến 100,Chiều dài rãnh (m) — Khi đường kính ống (mm) — Từ 101 đến 300,Chiều dài rãnh (m) — Khi đường kính ống (mm) — Trên 300
Từ 5 đến 12<br>Lớn hơn 12,"5<br>7,5","7,5<br>10",10<br>15
