Loại dụng cụ vệ sinh,Số lượng dụng cụ vệ sinh — 1,Số lượng dụng cụ vệ sinh — 3,Số lượng dụng cụ vệ sinh — 6,Số lượng dụng cụ vệ sinh — 10,Số lượng dụng cụ vệ sinh — 20,Số lượng dụng cụ vệ sinh — 40,Số lượng dụng cụ vệ sinh — 60,Số lượng dụng cụ vệ sinh — 100,Số lượng dụng cụ vệ sinh — 200
"Chậu rửa các loại, hương sen tắm<br>Tiểu treo có bình rửa tự động<br>Tiểu treo có vòi xả<br>Chậu xí có vòi xả hay bình xả",100<br>100<br>100<br>100,100<br>100<br>70<br>30,100<br>60<br>50<br>25,100<br>40<br>40<br>20,100<br>15<br>35<br>15,100<br>10<br>30<br>10,100<br>10<br>30<br>10,100<br>10<br>25<br>10,100<br>10<br>25<br>5
