Loại dụng cụ vệ sinh,Lưu lượng nước thải (1/s),Đường kính ống thoát nước (mm),Độ dốc tối thiểu của đường ống
"&nbsp;&nbsp;\- Chậu trút nước thải<br>&nbsp;&nbsp;\- Chậu xí có bình xả (nối trực tiêp với ống đứng)<br>&nbsp;&nbsp;\- Chậu xí có bình xả (nối với đường ống ngang theo tầng có ống nhánh dài 1,5, trở lên)<br>&nbsp;&nbsp;\- Chậu xí có vòi xả (không có bình xả)<br>&nbsp;&nbsp;\- Chậu tiểu<br>&nbsp;&nbsp;\- Chậu tiểu xả nước tự động<br>&nbsp;&nbsp;\- Chậu rửa mặt (không nút)<br>&nbsp;&nbsp;\- Chậu rửa nhà bếp một ngăn<br>&nbsp;&nbsp;\- Chậu rửa nhà bếp hai ngăn<br>&nbsp;&nbsp;\- Bồn rửa<br>&nbsp;&nbsp;\- Bồn tắm<br>&nbsp;&nbsp;\- Vòi tắm hương sen<br>&nbsp;&nbsp;\- Chậu vệ sinh phụ nữ (biđê)<br>&nbsp;&nbsp;\- Vòi rửa","0,33<br>từ 1,5 đến 1,6<br>từ 0,8 đến 0,9<br>từ 1,2 đến 1,4<br>0,05<br>0,3<br>0,07<br>0,67<br>1<br>5<br>1,1<br>0,2<br>0,15<br>0,07",50<br>100<br>100<br>100<br>50<br>50<br>từ 40 đến 50<br>50<br>50<br>100<br>50<br>50<br>50<br>50,"0,025<br>0,02<br>0,02<br>0,02<br>0,02<br>0,02<br>0,025<br>0,025<br>0,02<br>0,02<br>0,025<br>0,02<br>0,02"
