Đường kính ống (mm),"Khoảng cách giữa các ống kiểm tra, giữa các ống thông tắc phụ thuộc vào tính chất của nước thải — Nước thải của sản xuất không có chất bẩn","Khoảng cách giữa các ống kiểm tra, giữa các ống thông tắc phụ thuộc vào tính chất của nước thải — Nước thải sinh hoạt và phân, tiểu, nước thải sản xuất có chất bẩn tương tự","Khoảng cách giữa các ống kiểm tra, giữa các ống thông tắc phụ thuộc vào tính chất của nước thải — Nước thải sản xuất có nhiều chất lơ lửng",Loại thiết bị để thông tắc
Từ 50 đến 75<br>Từ 50 đến 75<br>Từ 100 đến 150<br>Từ 100 đến 150<br>200,13<br>10<br>20<br>15<br>25,12<br>8<br>15<br>10<br>20,10<br>6<br>12<br>8<br>15,ống kiểm tra ống thông tắc ống kiểm tra ống thông tắc ống kiểm tra
