Đường kính ống (mm),Độ dầy lớn nhất,Độ dốc — Tiêu chuẩn,Độ dốc — Nhỏ nhất
50<br>75<br>100<br>125<br>150<br>200,"0,5 đường kính ống<br>0,5 đường kính ống<br>0,5 đường kính ống<br>0,5 đường kính ống<br>0,6 đường kính ống<br>0,6 đường kính ống","0,035<br>0,03<br>0,02<br>0,015<br>0,01<br>0,008","0,025<br>0,02<br>0,012<br>0,01<br>0,007<br>0,005"
