Loại đường dữ liệu,Diện tích thu sét hữu dụng ($m^{2}$)
Đường tín hiệu đi trên không,10 x D x L
Đường tín hiệu đi ngầm,2 x D x L
Đường cáp quang không có đường dẫn hoặc lõi kim loại,0
