Rãnh (hoặc ống lông) hoặc bề mặt tiếp xúc,Các hệ số để xác định hao tổn do ma sát cốt thép,,
Rãnh (hoặc ống lông) hoặc bề mặt tiếp xúc,ω,δ khi cốt thép là,
Rãnh (hoặc ống lông) hoặc bề mặt tiếp xúc,ω,"bó, cáp",thanh có gân
1. Rãnh hoặc ống lồng:,,,
có bề mặt kim loại,"0,0030","0,35","0,40"
có bề mặt bê tông tạo bởi khuôn bằng lõi cứng,"0,0000","0,55","0,65"
có bề mặt bê tông tạo bởi khuôn có lõi mềm,"0,0015","0,55","0,65"
2. Bề mặt bê tông,"0,0000","0,55","0,65"
